"Env_step","MAP_NAME: smacv2_20_units - eval_m/.win_rate","MAP_NAME: smacv2_20_units - eval_m/.win_rate__MIN","MAP_NAME: smacv2_20_units - eval_m/.win_rate__MAX","MAP_NAME: smacv2_10_units - eval_m/.win_rate","MAP_NAME: smacv2_10_units - eval_m/.win_rate__MIN","MAP_NAME: smacv2_10_units - eval_m/.win_rate__MAX","MAP_NAME: smacv2_5_units - eval_m/.win_rate","MAP_NAME: smacv2_5_units - eval_m/.win_rate__MIN","MAP_NAME: smacv2_5_units - eval_m/.win_rate__MAX","MAP_NAME: 27m_vs_30m - eval_m/.win_rate","MAP_NAME: 27m_vs_30m - eval_m/.win_rate__MIN","MAP_NAME: 27m_vs_30m - eval_m/.win_rate__MAX","MAP_NAME: 10m_vs_11m - eval_m/.win_rate","MAP_NAME: 10m_vs_11m - eval_m/.win_rate__MIN","MAP_NAME: 10m_vs_11m - eval_m/.win_rate__MAX","MAP_NAME: 6h_vs_8z - eval_m/.win_rate","MAP_NAME: 6h_vs_8z - eval_m/.win_rate__MIN","MAP_NAME: 6h_vs_8z - eval_m/.win_rate__MAX","MAP_NAME: 5m_vs_6m - eval_m/.win_rate","MAP_NAME: 5m_vs_6m - eval_m/.win_rate__MIN","MAP_NAME: 5m_vs_6m - eval_m/.win_rate__MAX","MAP_NAME: 3s5z - eval_m/.win_rate","MAP_NAME: 3s5z - eval_m/.win_rate__MIN","MAP_NAME: 3s5z - eval_m/.win_rate__MAX","MAP_NAME: 3s5z_vs_3s6z - eval_m/.win_rate","MAP_NAME: 3s5z_vs_3s6z - eval_m/.win_rate__MIN","MAP_NAME: 3s5z_vs_3s6z - eval_m/.win_rate__MAX","MAP_NAME: 3s_vs_5z - eval_m/.win_rate","MAP_NAME: 3s_vs_5z - eval_m/.win_rate__MIN","MAP_NAME: 3s_vs_5z - eval_m/.win_rate__MAX","MAP_NAME: 2s3z - eval_m/.win_rate","MAP_NAME: 2s3z - eval_m/.win_rate__MIN","MAP_NAME: 2s3z - eval_m/.win_rate__MAX"
"4374528","2.5","0","3.125","20","0","34.375","43.75","28.125","53.125","83.33333333333333","56.25","100","26.25","15.625","37.5","85.625","71.875","100","1.875","0","3.125","64.375","46.875","75","0","0","0","4.375","0","21.875","89.375","84.375","93.75"
"4423680","5","3.125","9.375","20.625","6.25","28.125","37.5","34.375","40.625","84.375","56.25","100","33.125","9.375","43.75","88.125","71.875","100","0.625","0","3.125","64.375","46.875","78.125","0","0","0","5","0","25","93.75","87.5","96.875"
"4472832","4.375","0","9.375","21.875","9.375","31.25","47.5","34.375","65.625","85.41666666666667","68.75","100","35","21.875","43.75","87.5","75","100","2.5","0","9.375","66.25","50","78.125","0.625","0","3.125","4.375","0","18.75","92.5","87.5","100"
"4521984","2.5","0","6.25","18.75","6.25","37.5","44.375","34.375","56.25","79.16666666666667","50","100","37.5","31.25","50","89.375","65.625","100","0.625","0","3.125","58.75","46.875","71.875","0","0","0","3.75","0","18.75","89.375","78.125","96.875"
"4571136","3.125","0","6.25","16.25","6.25","31.25","45","34.375","53.125","77.08333333333333","43.75","100","34.375","18.75","46.875","86.875","68.75","96.875","0.625","0","3.125","61.25","50","68.75","0","0","0","3.125","0","15.625","90.625","84.375","100"
"4620288","3.75","0","12.5","27.5","9.375","50","49.375","40.625","56.25","79.16666666666667","53.125","93.75","31.875","18.75","40.625","87.5","50","100","2.5","0","12.5","60","37.5","71.875","0","0","0","3.75","0","18.75","93.125","81.25","100"
"4669440","0.625","0","3.125","17.5","3.125","28.125","45","40.625","53.125","77.08333333333333","40.625","96.875","32.5","21.875","46.875","84.375","46.875","96.875","1.25","0","3.125","66.25","50","87.5","0","0","0","5","0","25","86.875","75","96.875"
"4718592","4.375","0","9.375","20.625","3.125","31.25","46.25","34.375","53.125","76.04166666666667","50","90.625","31.25","21.875","40.625","83.125","43.75","96.875","0.625","0","3.125","62.5","50","78.125","0","0","0","6.25","0","31.25","89.375","81.25","100"
"4767744","3.125","0","6.25","18.125","3.125","31.25","45","37.5","53.125","83.33333333333333","62.5","96.875","30.625","9.375","50","88.125","56.25","100","1.875","0","6.25","57.5","50","71.875","0","0","0","5","0","25","93.125","87.5","100"
"4816896","3.75","0","9.375","21.875","9.375","31.25","45.625","28.125","56.25","78.125","50","93.75","30.625","9.375","46.875","80","28.125","96.875","0.625","0","3.125","67.5","59.375","78.125","0","0","0","4.375","0","21.875","91.25","84.375","100"
"4866048","3.125","0","6.25","18.125","3.125","31.25","41.875","31.25","56.25","85.41666666666667","56.25","100","43.75","28.125","62.5","83.125","46.875","96.875","0.625","0","3.125","71.25","59.375","87.5","0.625","0","3.125","5.625","0","25","91.875","84.375","96.875"
"4915200","8.125","0","12.5","25.625","12.5","37.5","50.625","43.75","56.25","83.33333333333333","59.375","100","35","21.875","46.875","83.75","40.625","100","1.875","0","3.125","65","46.875","87.5","0","0","0","5.625","0","25","90.625","78.125","96.875"
"4964352","3.125","0","9.375","22.5","6.25","40.625","46.25","37.5","53.125","83.33333333333333","59.375","96.875","41.25","15.625","50","81.875","40.625","96.875","0.625","0","3.125","62.5","53.125","84.375","0","0","0","6.25","0","28.125","93.125","84.375","100"
"5013504","5","0","15.625","25","18.75","40.625","42.5","37.5","53.125","77.08333333333333","40.625","100","31.25","18.75","46.875","88.125","62.5","96.875","1.25","0","3.125","68.75","53.125","81.25","0","0","0","6.875","0","34.375","95","90.625","100"
"5062656","7.5","3.125","15.625","21.875","6.25","40.625","40","37.5","43.75","77.08333333333333","50","93.75","36.875","28.125","43.75","90.625","75","100","0.625","0","3.125","70.625","56.25","81.25","0","0","0","8.125","0","40.625","93.75","87.5","96.875"
"5111808","5.625","0","9.375","27.5","9.375","43.75","44.375","34.375","59.375","76.04166666666667","40.625","100","36.875","21.875","50","88.75","62.5","100","1.25","0","6.25","63.75","34.375","87.5","0","0","0","10","0","40.625","92.5","87.5","96.875"
"5160960","4.375","0","9.375","25.625","18.75","34.375","38.75","31.25","43.75","77.08333333333333","43.75","93.75","31.25","15.625","46.875","86.875","46.875","100","0","0","0","71.875","65.625","81.25","0.625","0","3.125","11.25","0","37.5","93.125","84.375","100"
"5210112","3.125","0","9.375","26.25","9.375","40.625","43.75","37.5","50","87.5","68.75","96.875","33.75","15.625","53.125","90","75","96.875","0.625","0","3.125","66.875","62.5","75","0.625","0","3.125","13.75","0","46.875","91.875","71.875","100"
"5259264","5","0","9.375","23.125","9.375","40.625","35.625","25","40.625","85.41666666666667","59.375","100","39.375","28.125","46.875","93.125","78.125","100","3.125","0","6.25","72.5","65.625","87.5","0.625","0","3.125","13.125","0","34.375","93.125","87.5","96.875"
"5308416","4.375","0","9.375","25.625","12.5","43.75","45.625","40.625","56.25","83.33333333333333","65.625","93.75","35.625","28.125","40.625","93.75","84.375","96.875","0.625","0","3.125","71.25","62.5","78.125","0","0","0","16.875","0","43.75","92.5","81.25","100"
"5357568","5","0","9.375","26.875","12.5","31.25","53.125","40.625","62.5","86.45833333333333","68.75","100","36.875","25","50","88.75","78.125","96.875","0.625","0","3.125","78.125","56.25","84.375","1.25","0","3.125","13.125","0","43.75","92.5","81.25","100"
"5406720","1.875","0","9.375","38.125","12.5","59.375","43.75","34.375","56.25","87.5","68.75","100","32.5","21.875","40.625","91.875","84.375","96.875","1.25","0","3.125","75","62.5","84.375","0.625","0","3.125","17.5","0","53.125","91.875","81.25","100"
"5455872","3.125","0","6.25","22.5","15.625","34.375","46.875","37.5","53.125","82.29166666666667","50","100","33.75","25","43.75","92.5","75","100","3.125","0","12.5","68.125","46.875","78.125","0.625","0","3.125","16.25","0","53.125","94.375","87.5","100"
"5505024","3.125","0","6.25","25.625","9.375","31.25","46.25","37.5","56.25","84.375","62.5","96.875","36.875","12.5","53.125","91.25","75","96.875","2.5","0","3.125","79.375","71.875","87.5","0.625","0","3.125","21.25","0","68.75","95","93.75","96.875"
"5554176","5.625","3.125","6.25","24.375","9.375","43.75","45","28.125","62.5","87.5","65.625","100","35.625","21.875","43.75","91.25","81.25","100","1.25","0","6.25","70.625","59.375","87.5","0.625","0","3.125","24.375","0","68.75","96.25","87.5","100"
"5603328","4.375","0","9.375","20.625","9.375","31.25","45.625","37.5","56.25","87.5","68.75","96.875","37.5","21.875","46.875","93.125","81.25","100","0.625","0","3.125","67.5","50","81.25","0.625","0","3.125","21.875","0","56.25","91.875","71.875","100"
"5652480","5.625","3.125","9.375","23.125","3.125","46.875","46.875","37.5","59.375","87.5","68.75","100","33.75","18.75","40.625","88.125","71.875","96.875","2.5","0","6.25","67.5","43.75","78.125","0","0","0","25","0","65.625","92.5","87.5","100"
"5701632","3.125","3.125","3.125","30","12.5","50","53.75","46.875","59.375","82.29166666666667","53.125","96.875","39.375","25","46.875","93.125","84.375","100","1.25","0","6.25","74.375","56.25","90.625","0","0","0","23.125","0","62.5","96.875","90.625","100"
"5750784","0.625","0","3.125","27.5","3.125","53.125","38.75","25","56.25","84.375","68.75","93.75","34.375","15.625","53.125","89.375","84.375","93.75","0.625","0","3.125","72.5","53.125","81.25","0.625","0","3.125","31.25","0","87.5","94.375","87.5","100"
"5799936","5","3.125","9.375","24.375","12.5","40.625","55","50","62.5","87.5","71.875","96.875","35","21.875","50","88.75","81.25","96.875","1.875","0","6.25","66.25","56.25","75","0.625","0","3.125","23.125","0","59.375","97.5","93.75","100"
"5849088","2.5","0","6.25","35","18.75","53.125","48.125","37.5","62.5","83.33333333333333","53.125","100","35.625","12.5","50","92.5","87.5","100","0.625","0","3.125","67.5","43.75","84.375","0","0","0","23.75","0","59.375","94.375","90.625","100"
"5898240","6.875","0","12.5","25","9.375","34.375","40","31.25","56.25","80.20833333333333","53.125","96.875","38.125","21.875","46.875","88.75","78.125","96.875","1.25","0","3.125","71.25","53.125","84.375","1.25","0","3.125","31.25","0","87.5","96.25","87.5","100"
"5947392","6.25","0","9.375","30","9.375","43.75","49.375","43.75","62.5","86.45833333333333","65.625","96.875","38.125","25","50","92.5","87.5","96.875","1.25","0","3.125","71.25","50","81.25","0.625","0","3.125","29.375","0","78.125","98.125","93.75","100"
"5996544","4.375","0","12.5","25.625","12.5","43.75","50.625","37.5","68.75","82.29166666666667","53.125","100","41.875","37.5","46.875","94.375","84.375","100","0","0","0","70.625","59.375","78.125","0","0","0","27.5","0","75","96.25","93.75","100"
"6045696","4.375","0","9.375","31.25","12.5","46.875","45","34.375","59.375","85.41666666666667","62.5","96.875","41.25","28.125","53.125","91.875","84.375","96.875","1.25","0","3.125","75.625","65.625","84.375","2.5","0","9.375","30","0","75","96.25","90.625","100"
"6094848","1.25","0","6.25","26.875","3.125","62.5","43.125","34.375","53.125","86.45833333333333","62.5","100","32.5","15.625","50","91.875","87.5","96.875","0.625","0","3.125","75","46.875","87.5","0","0","0","31.25","0","84.375","96.25","93.75","100"
"6144000","4.375","0","6.25","31.25","6.25","46.875","42.5","25","53.125","86.45833333333333","68.75","96.875","34.375","25","43.75","95","90.625","100","2.5","0","6.25","75","65.625","81.25","0","0","0","28.75","0","90.625","93.125","81.25","100"
"6193152","2.5","0","9.375","31.25","18.75","46.875","42.5","31.25","50","91.66666666666667","84.375","96.875","38.125","21.875","46.875","93.75","87.5","100","1.25","0","3.125","75","62.5","90.625","0.625","0","3.125","29.375","0","84.375","95","90.625","100"
"6242304","5.625","0","15.625","40.625","18.75","65.625","47.5","40.625","53.125","91.66666666666667","78.125","100","40","21.875","56.25","91.25","87.5","96.875","1.25","0","3.125","78.125","68.75","93.75","0","0","0","26.25","0","68.75","95","90.625","100"
"6291456","5.625","0","12.5","33.125","15.625","50","48.75","40.625","53.125","87.5","68.75","100","40.625","21.875","68.75","93.125","87.5","100","3.125","0","9.375","70.625","62.5","84.375","1.25","0","3.125","31.25","0","78.125","95","87.5","100"
"6340608","2.5","0","9.375","27.5","12.5","43.75","47.5","37.5","62.5","88.54166666666667","75","100","38.125","25","46.875","92.5","87.5","100","0.625","0","3.125","74.375","56.25","90.625","0","0","0","32.5","0","87.5","96.25","84.375","100"
"6389760","2.5","0","3.125","28.75","15.625","40.625","45.625","37.5","53.125","90.625","78.125","96.875","36.25","25","43.75","93.125","81.25","100","0","0","0","81.875","75","93.75","0","0","0","30.625","0","84.375","95","93.75","96.875"
"6438912","6.25","3.125","15.625","34.375","0","56.25","56.875","50","62.5","89.58333333333333","78.125","100","33.75","21.875","56.25","94.375","87.5","96.875","1.25","0","3.125","71.875","56.25","84.375","1.25","0","6.25","32.5","0","81.25","95.625","90.625","100"
"6488064","1.875","0","6.25","31.875","18.75","50","51.875","40.625","62.5","88.54166666666667","75","96.875","37.5","18.75","50","95.625","93.75","100","3.75","0","6.25","72.5","62.5","84.375","1.25","0","6.25","30.625","0","84.375","96.25","93.75","100"
"6537216","1.875","0","3.125","34.375","18.75","53.125","52.5","43.75","65.625","90.625","78.125","96.875","38.75","28.125","50","93.75","90.625","100","1.25","0","3.125","81.25","71.875","90.625","0","0","0","32.5","0","78.125","95","84.375","100"
"6586368","7.5","3.125","9.375","27.5","12.5","46.875","47.5","37.5","56.25","88.54166666666667","71.875","96.875","32.5","25","40.625","95","90.625","96.875","1.25","0","3.125","75.625","65.625","84.375","0","0","0","33.125","0","84.375","95.625","84.375","100"
"6635520","4.375","0","12.5","40","15.625","68.75","56.25","40.625","71.875","84.375","59.375","100","36.25","21.875","43.75","95","87.5","100","1.875","0","6.25","73.75","65.625","84.375","0","0","0","30.625","0","81.25","95.625","90.625","100"
"6684672","2.5","0","6.25","34.375","12.5","53.125","46.875","34.375","56.25","87.5","75","96.875","41.25","25","56.25","96.875","93.75","100","1.25","0","3.125","81.875","71.875","87.5","0","0","0","33.125","0","84.375","96.25","90.625","100"
"6733824","1.875","0","6.25","26.875","12.5","37.5","50.625","40.625","59.375","90.625","78.125","96.875","28.75","9.375","43.75","94.375","90.625","96.875","2.5","0","6.25","77.5","53.125","90.625","0","0","0","33.75","0","90.625","96.25","93.75","100"
"6782976","5","0","12.5","30.625","12.5","43.75","48.75","37.5","59.375","87.5","75","96.875","36.25","25","50","93.125","84.375","100","1.25","0","3.125","76.875","59.375","90.625","0.625","0","3.125","30.625","0","81.25","97.5","93.75","100"
"6832128","4.375","0","12.5","34.375","9.375","59.375","50.625","25","65.625","90.625","87.5","93.75","30.625","18.75","37.5","93.75","90.625","96.875","2.5","0","6.25","66.25","50","81.25","0.625","0","3.125","30","0","78.125","100","100","100"
"6881280","3.125","0","6.25","26.25","9.375","46.875","50.625","46.875","53.125","91.66666666666667","75","100","38.75","21.875","46.875","94.375","78.125","100","2.5","0","9.375","75.625","56.25","81.25","1.875","0","6.25","35","0","90.625","97.5","90.625","100"
"6930432","3.125","0","9.375","31.25","18.75","46.875","48.125","40.625","56.25","93.75","81.25","100","43.125","25","53.125","93.75","87.5","100","1.25","0","3.125","77.5","75","87.5","0","0","0","36.25","0","93.75","97.5","93.75","100"
"6979584","1.25","0","6.25","21.25","12.5","28.125","53.75","40.625","75","87.5","78.125","100","35","28.125","37.5","95","90.625","100","1.875","0","6.25","78.125","65.625","87.5","1.25","0","6.25","33.75","0","84.375","95","75","100"
"7028736","4.375","0","12.5","27.5","9.375","40.625","47.5","34.375","59.375","86.45833333333333","71.875","96.875","34.375","18.75","46.875","96.25","93.75","96.875","2.5","0","6.25","68.75","50","81.25","0.625","0","3.125","35.625","0","87.5","97.5","87.5","100"
"7077888","4.375","0","6.25","29.375","18.75","43.75","45","37.5","53.125","90.625","81.25","100","35","12.5","46.875","93.75","87.5","100","1.875","0","6.25","81.875","65.625","90.625","0","0","0","32.5","0","90.625","94.375","84.375","100"
"7127040","3.75","0","6.25","28.125","18.75","37.5","50.625","43.75","65.625","84.375","62.5","96.875","33.125","21.875","46.875","95.625","93.75","100","1.875","0","3.125","80","68.75","90.625","0.625","0","3.125","32.5","0","84.375","94.375","81.25","100"
"7176192","2.5","0","6.25","33.125","21.875","43.75","53.75","50","56.25","86.45833333333333","71.875","93.75","36.25","21.875","43.75","95","84.375","100","0.625","0","3.125","76.875","65.625","87.5","1.25","0","3.125","33.75","0","93.75","96.875","93.75","100"
"7225344","3.125","3.125","3.125","29.375","12.5","37.5","51.25","43.75","59.375","91.66666666666667","84.375","96.875","34.375","15.625","46.875","95.625","90.625","100","2.5","0","12.5","80","68.75","93.75","0.625","0","3.125","38.125","0","100","95.625","84.375","100"
"7274496","4.375","3.125","6.25","29.375","6.25","50","48.75","43.75","53.125","89.58333333333333","75","96.875","39.375","21.875","56.25","90.625","84.375","96.875","1.25","0","3.125","80.625","62.5","90.625","0","0","0","34.375","0","84.375","98.125","93.75","100"
"7323648","2.5","0","6.25","28.125","15.625","40.625","55.625","43.75","65.625","90.625","75","100","41.25","31.25","53.125","95","90.625","100","1.25","0","3.125","78.75","71.875","84.375","0.625","0","3.125","34.375","0","93.75","97.5","93.75","100"
"7372800","0.625","0","3.125","28.75","12.5","46.875","50.625","37.5","59.375","93.75","84.375","100","43.125","34.375","50","95.625","90.625","100","3.125","0","12.5","82.5","75","90.625","0","0","0","35.625","0","90.625","96.875","90.625","100"
"7421952","3.125","0","9.375","25.625","18.75","43.75","56.25","40.625","68.75","92.70833333333333","78.125","100","40","31.25","43.75","95.625","93.75","100","1.25","0","3.125","83.75","78.125","93.75","0.625","0","3.125","36.875","0","87.5","96.875","90.625","100"
"7471104","2.5","0","6.25","36.25","18.75","50","53.75","50","59.375","91.66666666666667","78.125","100","40","34.375","46.875","95.625","87.5","100","0","0","0","78.125","68.75","87.5","0","0","0","38.125","0","93.75","96.875","93.75","100"
"7520256","3.125","0","6.25","30.625","9.375","40.625","55.625","46.875","65.625","91.66666666666667","75","100","39.375","37.5","40.625","94.375","87.5","100","2.5","0","9.375","78.75","68.75","87.5","0","0","0","40","0","100","95","90.625","100"
"7569408","3.125","0","9.375","34.375","15.625","56.25","58.125","46.875","81.25","93.75","81.25","100","41.875","28.125","53.125","96.875","93.75","100","1.875","0","3.125","78.125","71.875","84.375","0.625","0","3.125","38.75","0","93.75","98.125","93.75","100"
"7618560","1.875","0","6.25","35.625","18.75","62.5","55.625","50","62.5","93.75","87.5","96.875","42.5","34.375","50","95","90.625","100","0","0","0","78.125","59.375","90.625","0.625","0","3.125","38.125","0","90.625","96.25","90.625","100"
"7667712","3.125","3.125","3.125","29.375","6.25","53.125","51.875","40.625","65.625","87.5","71.875","96.875","41.25","28.125","53.125","96.25","90.625","100","0.625","0","3.125","82.5","59.375","93.75","0","0","0","38.125","0","100","97.5","90.625","100"
"7716864","5","0","9.375","28.125","6.25","37.5","46.875","31.25","56.25","92.70833333333333","84.375","100","39.375","28.125","43.75","94.375","84.375","100","1.25","0","3.125","76.25","59.375","90.625","0.625","0","3.125","40","0","90.625","98.75","96.875","100"
"7766016","3.75","3.125","6.25","31.875","15.625","50","48.75","43.75","53.125","92.70833333333333","78.125","100","34.375","15.625","50","97.5","90.625","100","1.25","0","3.125","78.75","65.625","87.5","0.625","0","3.125","38.75","0","84.375","98.75","96.875","100"
"7815168","1.25","0","3.125","23.75","18.75","28.125","50.625","43.75","56.25","89.58333333333333","71.875","100","40","31.25","46.875","95.625","87.5","100","0.625","0","3.125","81.875","71.875","93.75","0.625","0","3.125","43.125","0","93.75","98.125","93.75","100"
"7864320","3.75","0","9.375","36.875","12.5","53.125","53.125","46.875","65.625","85.41666666666667","59.375","100","35","25","43.75","95.625","90.625","96.875","1.875","0","6.25","84.375","78.125","87.5","0","0","0","37.5","0","90.625","95.625","90.625","96.875"
"7913472","4.375","0","9.375","33.125","18.75","40.625","55","46.875","62.5","85.41666666666667","62.5","100","36.875","21.875","50","97.5","93.75","100","1.875","0","6.25","81.25","65.625","96.875","0","0","0","41.25","0","93.75","98.125","96.875","100"
"7962624","2.5","0","6.25","31.25","18.75","46.875","50.625","40.625","59.375","82.29166666666667","59.375","93.75","46.25","37.5","53.125","92.5","78.125","100","1.25","0","3.125","81.875","56.25","93.75","0","0","0","41.875","0","96.875","96.875","90.625","100"
"8011776","1.875","0","6.25","33.75","12.5","46.875","55","40.625","65.625","88.54166666666667","68.75","100","42.5","31.25","62.5","95","84.375","100","3.125","0","9.375","83.75","75","87.5","1.875","0","6.25","42.5","0","90.625","100","100","100"
"8060928","3.75","3.125","6.25","35","15.625","62.5","46.25","40.625","56.25","89.58333333333333","78.125","100","34.375","18.75","46.875","95","87.5","100","1.875","0","3.125","81.875","78.125","93.75","0","0","0","43.125","0","93.75","98.125","96.875","100"
"8110080","0","0","0","29.375","12.5","40.625","48.75","37.5","59.375","89.58333333333333","71.875","100","38.125","25","50","95.625","84.375","100","0","0","0","81.875","56.25","93.75","0.625","0","3.125","48.125","0","96.875","98.75","96.875","100"
"8159232","2.5","0","6.25","33.75","15.625","43.75","51.25","40.625","62.5","89.58333333333333","78.125","96.875","41.875","21.875","53.125","97.5","90.625","100","1.875","0","3.125","83.125","65.625","93.75","0","0","0","45.625","0","96.875","99.375","96.875","100"
"8208384","1.875","0","3.125","32.5","21.875","43.75","45","34.375","62.5","86.45833333333333","65.625","100","36.25","21.875","43.75","98.125","93.75","100","0.625","0","3.125","82.5","62.5","96.875","0.625","0","3.125","45.625","0","100","97.5","93.75","100"
"8257536","6.25","0","12.5","41.875","21.875","56.25","54.375","46.875","65.625","91.66666666666667","78.125","100","39.375","25","56.25","93.75","84.375","100","0","0","0","82.5","62.5","93.75","0.625","0","3.125","44.375","0","96.875","96.875","90.625","100"
"8306688","5","0","9.375","37.5","12.5","53.125","56.25","50","62.5","87.5","71.875","100","38.125","34.375","43.75","95","90.625","100","1.25","0","3.125","79.375","68.75","93.75","1.25","0","6.25","43.125","0","90.625","98.75","96.875","100"
"8355840","0.625","0","3.125","32.5","18.75","43.75","50","37.5","62.5","88.54166666666667","65.625","100","46.875","37.5","53.125","95","90.625","100","1.875","0","6.25","76.25","50","96.875","1.25","0","6.25","47.5","0","93.75","99.375","96.875","100"
"8404992","1.875","0","3.125","35","28.125","43.75","50.625","37.5","62.5","88.54166666666667","71.875","100","46.875","25","65.625","95","87.5","100","1.875","0","3.125","83.125","68.75","93.75","0","0","0","46.875","0","90.625","96.875","90.625","100"
"8454144","3.125","0","6.25","38.125","31.25","43.75","55","34.375","68.75","87.5","71.875","96.875","43.75","40.625","50","96.25","90.625","100","1.875","0","3.125","76.25","53.125","87.5","0.625","0","3.125","46.875","0","96.875","97.5","90.625","100"
"8503296","1.875","0","6.25","40","21.875","59.375","53.125","43.75","59.375","87.5","75","93.75","39.375","31.25","46.875","95.625","90.625","100","0.625","0","3.125","81.875","68.75","100","0.625","0","3.125","48.125","0","96.875","98.75","93.75","100"
"8552448","3.75","0","9.375","36.25","25","50","47.5","37.5","56.25","85.41666666666667","71.875","93.75","41.875","37.5","50","95","84.375","100","0.625","0","3.125","77.5","59.375","90.625","0.625","0","3.125","52.5","0","96.875","97.5","93.75","100"
"8601600","4.375","3.125","6.25","32.5","21.875","50","50","43.75","56.25","95.83333333333333","87.5","100","38.125","28.125","46.875","98.75","96.875","100","1.875","0","6.25","80.625","75","87.5","0","0","0","43.75","0","90.625","96.875","90.625","100"
"8650752","4.375","0","15.625","29.375","18.75","40.625","48.75","40.625","56.25","93.75","81.25","100","45","21.875","56.25","95","81.25","100","3.125","0","9.375","80.625","65.625","87.5","0.625","0","3.125","49.375","3.125","93.75","98.75","96.875","100"
"8699904","4.375","0","9.375","41.25","31.25","46.875","51.25","46.875","56.25","92.70833333333333","87.5","96.875","39.375","31.25","50","95.625","87.5","100","3.125","0","9.375","79.375","71.875","87.5","0.625","0","3.125","50","0","96.875","97.5","93.75","100"
"8749056","1.875","0","3.125","33.75","25","56.25","50","43.75","59.375","87.5","62.5","100","40.625","25","53.125","96.25","90.625","100","0","0","0","85","78.125","93.75","0.625","0","3.125","50","3.125","93.75","98.75","96.875","100"
"8798208","1.875","0","6.25","33.125","28.125","37.5","55.625","50","65.625","86.45833333333333","65.625","100","41.875","34.375","50","95","93.75","96.875","1.875","0","6.25","86.25","75","93.75","1.25","0","3.125","48.125","0","96.875","99.375","96.875","100"
"8847360","2.5","0","6.25","36.875","18.75","56.25","46.875","40.625","50","86.45833333333333","62.5","100","46.25","37.5","53.125","95","90.625","96.875","1.875","0","3.125","80","68.75","90.625","3.125","0","9.375","50.625","0","87.5","99.375","96.875","100"
"8896512","3.125","0","6.25","36.875","31.25","43.75","52.5","37.5","65.625","91.66666666666667","78.125","100","36.875","34.375","43.75","92.5","87.5","100","1.875","0","3.125","80","59.375","90.625","1.875","0","3.125","51.25","0","93.75","99.375","96.875","100"
"8945664","2.5","0","6.25","31.25","21.875","34.375","58.125","37.5","71.875","96.875","93.75","100","38.125","28.125","50","95.625","93.75","100","1.25","0","6.25","83.75","78.125","93.75","0","0","0","53.125","0","90.625","100","100","100"
"8994816","1.875","0","6.25","38.125","31.25","50","60","53.125","62.5","94.79166666666667","87.5","100","43.125","31.25","56.25","96.25","90.625","100","1.25","0","6.25","82.5","68.75","93.75","0","0","0","51.25","0","93.75","100","100","100"
"9043968","6.25","3.125","9.375","33.125","25","43.75","58.125","43.75","71.875","93.75","84.375","100","38.125","25","56.25","95.625","84.375","100","1.25","0","6.25","83.75","75","90.625","1.25","0","3.125","57.5","0","96.875","96.875","93.75","100"
"9093120","3.75","0","6.25","28.75","15.625","40.625","50.625","46.875","62.5","91.66666666666667","81.25","100","43.125","25","59.375","97.5","93.75","100","2.5","0","6.25","79.375","71.875","93.75","2.5","0","6.25","53.75","0","96.875","98.125","93.75","100"
"9142272","5","0","9.375","31.875","18.75","40.625","52.5","43.75","59.375","89.58333333333333","78.125","96.875","34.375","28.125","43.75","98.75","96.875","100","2.5","0","6.25","80.625","68.75","93.75","1.25","0","6.25","59.375","6.25","96.875","97.5","93.75","100"
"9191424","3.75","0","12.5","26.875","15.625","40.625","48.125","37.5","59.375","90.625","78.125","100","41.25","37.5","43.75","95","90.625","96.875","1.875","0","6.25","85","71.875","96.875","0.625","0","3.125","60","3.125","96.875","99.375","96.875","100"
"9240576","3.75","0","6.25","33.75","9.375","50","50.625","37.5","56.25","86.45833333333333","75","93.75","41.875","34.375","53.125","96.875","93.75","100","1.875","0","3.125","78.75","65.625","90.625","0.625","0","3.125","53.125","0","90.625","97.5","96.875","100"
"9289728","4.375","3.125","6.25","33.125","21.875","40.625","56.25","46.875","75","94.79166666666667","90.625","100","37.5","25","43.75","95.625","90.625","100","1.875","0","9.375","87.5","75","93.75","0.625","0","3.125","55.625","0","93.75","98.75","96.875","100"
"9338880","2.5","0","6.25","36.25","25","46.875","52.5","46.875","56.25","91.66666666666667","87.5","96.875","45","40.625","53.125","96.25","87.5","100","0.625","0","3.125","89.375","75","100","1.875","0","3.125","47.5","0","90.625","97.5","93.75","100"
"9388032","1.875","0","6.25","35","28.125","46.875","50","40.625","62.5","91.66666666666667","84.375","96.875","38.75","34.375","46.875","94.375","87.5","100","0.625","0","3.125","88.125","78.125","96.875","1.25","0","3.125","56.25","3.125","96.875","97.5","96.875","100"
"9437184","3.125","0","9.375","38.125","28.125","50","55","46.875","65.625","92.70833333333333","78.125","100","38.75","34.375","46.875","95.625","90.625","100","2.5","0","9.375","85.625","71.875","93.75","0.625","0","3.125","48.125","0","90.625","97.5","93.75","100"
"9486336","3.75","0","9.375","37.5","34.375","40.625","60","50","68.75","88.54166666666667","75","96.875","38.75","31.25","43.75","95.625","90.625","100","3.75","0","6.25","86.875","75","93.75","1.25","0","3.125","53.75","3.125","100","98.75","96.875","100"
"9535488","3.125","0","9.375","40.625","34.375","53.125","57.5","50","65.625","89.58333333333333","68.75","100","43.75","40.625","46.875","93.75","90.625","100","2.5","0","6.25","85","68.75","96.875","1.25","0","3.125","56.25","6.25","90.625","98.125","93.75","100"
