Step,Env_step,MAP_NAME: smacv2_20_units - win_rate,MAP_NAME: smacv2_20_units - win_rate__MIN,MAP_NAME: smacv2_20_units - win_rate__MAX,MAP_NAME: smacv2_10_units - win_rate,MAP_NAME: smacv2_10_units - win_rate__MIN,MAP_NAME: smacv2_10_units - win_rate__MAX,MAP_NAME: smacv2_5_units - win_rate,MAP_NAME: smacv2_5_units - win_rate__MIN,MAP_NAME: smacv2_5_units - win_rate__MAX,MAP_NAME: 27m_vs_30m - win_rate,MAP_NAME: 27m_vs_30m - win_rate__MIN,MAP_NAME: 27m_vs_30m - win_rate__MAX,MAP_NAME: 10m_vs_11m - win_rate,MAP_NAME: 10m_vs_11m - win_rate__MIN,MAP_NAME: 10m_vs_11m - win_rate__MAX,MAP_NAME: 6h_vs_8z - win_rate,MAP_NAME: 6h_vs_8z - win_rate__MIN,MAP_NAME: 6h_vs_8z - win_rate__MAX,MAP_NAME: 5m_vs_6m - win_rate,MAP_NAME: 5m_vs_6m - win_rate__MIN,MAP_NAME: 5m_vs_6m - win_rate__MAX,MAP_NAME: 3s5z - win_rate,MAP_NAME: 3s5z - win_rate__MIN,MAP_NAME: 3s5z - win_rate__MAX,MAP_NAME: 3s5z_vs_3s6z - win_rate,MAP_NAME: 3s5z_vs_3s6z - win_rate__MIN,MAP_NAME: 3s5z_vs_3s6z - win_rate__MAX,MAP_NAME: 3s_vs_5z - win_rate,MAP_NAME: 3s_vs_5z - win_rate__MIN,MAP_NAME: 3s_vs_5z - win_rate__MAX,MAP_NAME: 2s3z - win_rate,MAP_NAME: 2s3z - win_rate__MIN,MAP_NAME: 2s3z - win_rate__MAX
147,2408448,2.25251574069262,1.19904074817896,3.27868834137917,5.13105720281601,3.64963486790657,6.78391978144646,30.420395731926,26.7002522945404,33.8942319154739,0.919439550489187,0,3.67775820195675,36.899927854538,21.3762804865837,76.0233938694,56.9832901656628,9.94318202137947,90.5723929405212,2.42190128192306,1.37524558231235,3.67063507437706,4.32504805270582,0.350877200253308,10.6796115636826,0,0,0,0,0,0,66.1263942718506,54.5454561710358,80.6584358215332
148,2424832,2.09305534139276,1.29589634016156,3.47394533455372,5.8325906842947,4.12621349096298,6.79611638188362,29.2924523353577,27.4074077606201,30.6930691003799,0.666329785599373,0,2.4911031126976,37.4103972315788,17.9300293326378,77.0161271095276,58.5109536349773,9.94152054190636,92.3076927661896,2.61697046458721,1.75849944353104,4.63054180145264,5.32679840922356,0,12.2448980808258,0,0,0,0,0,0,68.0197060108185,55.1219522953033,85.1063847541809
149,2441216,2.06421980634332,1.2448132969439,2.61904764920473,6.64938323199749,4.16666679084301,8.76288637518883,29.5865315198898,26.433914899826,32.1428567171097,1.0543980053626,0,3.87453883886337,41.7627429962158,20.3076928853989,78.3132553100586,57.4535715579987,11.3960117101669,92.2297298908234,2.21879631280899,1.42314992845058,2.82828286290169,3.93725423142314,0,7.36434087157249,0,0,0,0,0,0,68.3737742900848,56.8720400333405,85.0393712520599
150,2457600,2.45838157832623,1.2684989720583,3.49650345742702,7.19713993370533,5.06329126656055,8.31295847892761,30.2636241912842,25.8992791175842,34.3137264251709,0.789473671466112,0,3.15789468586445,40.7879558205605,17.7142858505249,77.1309792995453,57.8866064548492,8.47457647323608,88.1028950214386,2.24577948451042,1.64728686213493,3.64891514182091,5.21931204944849,0,10.6060609221458,0,0,0,0,0,0,67.0468479394913,44.1860467195511,84.7736597061157
151,2473984,2.02374917455018,0.630252109840512,2.74999998509884,7.06119686365128,4.54545468091965,9.48717966675758,30.6557828187942,27.2300481796265,32.5471699237823,1.04915047995746,0,3.13653126358986,40.5487439036369,18.8760802149773,81.5126061439514,55.0945659726858,4.61956523358822,84.7133755683899,2.57902897894382,1.89999993890524,3.96039597690105,6.02086894214153,0,13.1979689002037,0,0,0,0,0,0,66.0201299190521,45.7286417484283,83.5341393947601
152,2490368,2.29775974527001,0.642398279160261,3.54609936475754,6.13494481891394,2.94117648154497,9.27318260073662,29.7055006027222,27.2289156913757,32.8282833099365,1.60312026273459,0,5.39033450186253,43.0664822459221,20.5839410424232,81.1203300952911,57.0072881877422,5.26315793395042,88.3870959281921,2.47698072344065,1.66015625,3.21243517100811,6.558822337538,0.374531839042902,14.7783249616623,0,0,0,0,0,0,67.5534605979919,52.0362019538879,80.9322059154511
153,2506752,1.67004332877696,0.495049497112632,2.97766756266356,6.14359818398953,3.15533988177776,8.95522385835648,28.1053119897842,23.9709436893463,34.0796023607254,1.00399093935266,0,3.32749560475349,43.3259212970734,21.2735161185265,80.6652784347534,59.7981388866901,9.36639085412025,88.8178884983063,2.85383779555559,2.00764816254377,3.60884740948677,5.33203179016709,0.374531839042902,10.4712039232254,0,0,0,0,0,0,67.2032344341278,50.4807710647583,81.1023592948914
154,2523136,1.97508834302425,0,3.73831763863564,6.1764207482338,5.33980578184128,6.96517378091812,29.6935600042343,24.4094491004944,34.085214138031,1.15272373659536,0,4.09982167184353,45.3884080052376,21.979621052742,80.8641970157623,60.2024056017399,8.40336158871651,92.8571403026581,2.97030434012413,2.56410259753466,3.50154489278793,5.15029120724648,0.389105058275163,10.1449273526669,0,0,0,0,0,0,71.2632882595062,55.2884638309479,83.132529258728
155,2539520,1.19819682091475,0.236966833472252,1.80360730737448,5.78948982059956,4.67980280518532,7.98005014657974,30.0249752402306,24.6305420994759,34.5771133899689,0.882667070254684,0,3.18584069609642,44.47638630867,22.5290700793266,80.8333337306976,59.7426713258028,5.36723174154758,88.5813176631928,2.28910114616156,1.72744728624821,3.27533259987831,7.20251202583313,1.13207548856735,15.4639169573784,0,0,0,0,0,0,71.9054234027863,55.7077646255493,86.4000022411346
156,2555904,2.34569668769836,0.838574394583702,3.71287129819393,4.97362472116947,4.3037973344326,5.67901246249676,31.8288707733154,30.0733506679535,33.8164240121841,1.16977095603943,0,3.97111922502518,47.3990097641945,21.976400911808,80.5611193180084,61.4161518216133,6.64819926023483,89.0625,2.80779533088207,2.41080038249493,3.35636734962463,5.37854470312595,1.19521915912628,11.3861389458179,0,0,0,0,0,0,71.2543570995331,48.7684726715088,88.4462177753449
157,2572288,1.6106210835278,0.858369097113609,2.61282660067081,6.46063126623631,5.18518500030041,8.27067643404007,29.9312746524811,26.433914899826,32.4120610952377,1.42447329126298,0,3.68324108421803,46.1462619900703,22.0414206385612,81.526106595993,62.5453017652035,6.30136951804161,90.6354486942291,2.81203527003527,1.86274517327547,3.82231399416924,6.84246696531773,0.401606410741806,10.1604275405407,0,0,0,0,0,0,68.1486314535141,43.4343427419663,85.8299612998962
158,2588672,1.96442836895585,0.833333376795054,2.86396183073521,5.2748829126358,4.2959425598383,6.14250600337982,34.4236069917679,30.9756100177765,36.5482240915298,1.21120568364859,0,3.41113097965717,45.2703297138214,21.8181818723679,81.7813754081726,60.3900700807571,4.43213284015656,90.4918015003204,2.94440064579248,2.02507227659225,3.67346927523613,6.18215441703796,0,16.4251208305359,0,0,0,0,0,0,70.8182978630066,50.6912469863892,89.959841966629
159,2605056,1.7638910189271,1.04821799322963,2.41228062659502,5.52300177514553,4.22885566949844,6.6831685602665,31.2646919488907,25.192803144455,34.2431753873825,0.834986264817417,0,2.47787609696388,46.3194254040718,22.3787173628807,82.7309250831604,62.4677902460098,8.26666653156281,89.7763550281525,2.99359068274498,2.27497518062592,3.71900834143162,7.48173333704472,0.377358496189117,17.616580426693,0,0,0,0,0,0,71.0568195581436,46.9999998807907,88.1632626056671
160,2621440,1.66064033284783,1.1086474172771,2.35546045005321,6.89657606184483,4.82233501970768,8.79999995231628,30.1673543453217,27.0129859447479,33.0166280269623,1.02299589198083,0,2.61324048042297,47.1453672647476,24.8818904161453,81.7073166370392,62.5058084726334,8.85714292526245,90.625,3.06524503976107,1.86457317322493,3.47490347921848,7.22301525063813,0.763358781114221,14.5631074905396,0,0,0,0,0,0,68.7741506099701,50.4464268684387,86.0000014305115
161,2637824,1.33731625974178,0.707547180354595,2.03619915992022,6.34992532432079,5.42635656893253,7.49353989958763,31.8690925836563,29.2270541191101,34.1463416814804,0.548708939459175,0,1.66666675359011,46.4764577150345,21.8354433774948,80.2083313465118,62.1725149452686,7.84313753247261,89.1156435012817,2.79825627803802,1.96656826883554,3.46585102379322,8.02702225744724,0.377358496189117,15.8163264393806,0,0,0,0,0,0,69.6378922462463,54.2713582515717,82.5396835803986
162,2654208,1.5540792606771,0.831600837409496,2.64423079788685,6.27482771873474,5.12820519506931,8.04020091891289,31.767669916153,28.418231010437,35.3221952915192,0.554171262774617,0,1.66112948209047,46.9977986812592,23.7129479646683,83.9835703372955,64.282496124506,9.24369767308235,89.2733573913574,3.24542474001646,2.03094780445099,4.72813248634338,7.45336949825287,0,14.0000000596046,0,0,0,0,0,0,70.6497740745544,48.8372087478638,85.9315574169159
163,2670592,1.86524406075478,1.41414143145084,2.60663498193026,6.86651609838009,4.82233501970768,7.5376883149147,30.6994670629501,27.6923090219498,36.7396593093872,0.267344288295135,0,0.680272094905376,49.0189909934998,26.160991191864,83.1250011920929,64.2396108806133,8.33333358168602,90.2438998222351,2.77846321463585,2.23350245505571,3.65251712501049,6.42744466662407,0.724637694656849,11.9402982294559,0,0,0,0,0,0,71.84530377388,50,88.7550175189972
164,2686976,1.52115595526993,0.622406648471952,2.15827338397503,6.17031835019589,3.22580635547638,9.51219499111176,29.8097941279411,23.4567895531654,33.8983058929443,0.631151255220175,0,1.34615385904908,48.3786588907242,25.7053285837173,81.7097425460815,63.4464122354984,7.08446875214577,89.7689759731293,2.86107208579779,2.25048922002316,3.78710329532623,8.77838172018528,1.4492753893137,16.5803104639053,0,0,0,0,0,0,70.7358360290527,50,87.9166662693024
165,2703360,1.77653385326266,0.945626478642225,2.32018567621708,6.661187261343,5.70719614624977,9.23076942563057,31.6822081804276,30.3178489208221,33.7378650903702,0.682799285277724,0,1.53256701305509,47.8923293948174,21.7522665858269,80.196076631546,64.649051129818,8.64553302526474,92.556631565094,2.66450427472591,1.64888463914394,3.16004082560539,7.34710471704602,1.23966941609979,14.0776693820953,0,0,0,0,0,0,70.7014155387878,55.2995383739471,82.5396835803986
166,2719744,1.81370364502072,0.632911408320069,3.42298299074173,6.64430320262909,4.27135676145554,9.498680382967,33.4511530399322,30.1932364702225,37.4045789241791,0.71856586728245,0,1.69779285788536,49.9746504426003,23.547400534153,83.5365831851959,62.6062285900116,8.31024944782257,91.6943550109863,2.90581986308098,2.03883498907089,3.68852466344833,9.49724704027176,2.76679843664169,15.384615957737,0,0,0,0,0,0,72.2371780872345,51.4423072338104,88.28125
167,2736128,1.56728640198708,0.717703346163034,3.13253030180931,7.24919892847538,4.95049506425858,10.9414756298065,32.2428452968597,29.3233096599579,36.1650496721268,0.306594168068841,0,0.853242352604866,47.9302558302879,24.705882370472,80.9716582298279,64.1099739074707,9.19540226459503,92.6666676998138,3.18938944488764,2.15897932648659,4.68292683362961,9.52565170824528,1.85185186564922,17.0731708407402,0,0,0,0,0,0,73.8204526901245,54.7945201396942,84.1269850730896
168,2752512,1.93387435749173,1.31578948348761,3.66748161613941,6.1466022580862,3.77833768725395,8.4210529923439,33.376145362854,28.5012274980545,39.172750711441,0.275555800180882,0,0.592885352671146,49.0541592240334,22.5396826863289,86.9565188884735,63.236932605505,9.22190174460411,90.2912616729736,2.90604006499052,2.43427455425262,3.28685268759727,9.59691593889147,0.38610037881881,17.4603179097176,0,0,0,0,0,0,73.5429167747498,57.8431367874146,86.2595438957214
169,2768896,2.06173311918974,1.4319809153676,2.6763990521431,6.39725044369698,5.34351132810116,7.47422650456429,32.8497093915939,29.0556907653809,39.3861889839172,0.237641023704782,0,0.782778859138489,49.8093605041504,25.6735354661942,85.8895719051361,63.8188767433167,10.9550565481186,90.9090936183929,2.74116154760122,1.86915881931782,3.58565747737885,9.29083567112684,2.15053763240576,15.6097561120987,0,0,0,0,0,0,71.8195068836212,48.0582535266876,84.234231710434
170,2785280,1.52895925566554,0.863930862396956,2.35042739659548,7.5594087690115,4.23940159380436,9.67741906642914,31.9306308031082,26.5206813812256,36.0097318887711,0.382138125132769,0,1.19521915912628,51.8917053937912,22.626581788063,90.9274220466614,64.1027989983559,10.1156070828438,92.1052634716034,3.30204624682665,2.87128705531359,4.1031651198864,8.85702561587095,1.90839692950249,20.0000002980232,0,0,0,0,0,0,71.349493265152,46.7592597007751,87.1595323085785
171,2801664,1.79593304172158,0.684931501746178,2.42718439549208,6.30099169909954,4.56852801144123,9.97375324368477,31.7189633846283,28.5353541374207,33.9578449726105,0.363134336657822,0,0.954198464751244,50.3917050361633,26.3888895511627,85.0299417972565,64.1297294199467,9.16905477643013,90.939599275589,2.99407746642828,2.13385056704283,5.05561158061028,8.60720269382,2.82258056104183,14.4230768084526,0,0,0,0,0,0,72.721620798111,43.5406684875488,88.8888895511627
172,2818048,1.8999252282083,1.2448132969439,2.39234454929829,7.60125234723091,5.7934507727623,10.8910888433456,33.9697051048279,31.264916062355,39.6088033914566,0.182246224721894,0,0.398406386375427,51.0107332468033,24.4514107704163,83.0663621425629,64.9171283841133,10.1156070828438,88.9240503311157,2.81186677515507,2.58823521435261,3.06435134261847,11.4847911149263,6.17760606110096,22.164948284626,0,0,0,0,0,0,73.2882392406464,48.1308400630951,86.2068951129913
173,2834432,2.01854238286614,1.27931768074632,3.15533988177776,7.32514388859272,4.09638546407223,9.06735733151436,31.4123165607452,27.2289156913757,36.9193166494369,0.266514089889824,0,0.670016743242741,49.840215742588,24.285714328289,83.6978137493134,66.4863909780979,11.4114113152027,88.3870959281921,3.24664827436209,2.45338566601276,4.37810942530632,9.70144286751747,4.31034490466118,16.7487680912018,0,0,0,0,0,0,73.243465423584,54.0284335613251,84.3511462211609
174,2850816,2.21967905759811,0.634249486029148,3.75939831137657,6.94014333188534,5.05050495266914,9.42928045988083,33.701366186142,29.9287408590317,38.1294965744019,0.040716610965319,0,0.162866443861276,51.1782851815224,23.9747628569603,86.2626254558563,65.4206277430058,11.0465116798878,90.793651342392,2.9418421536684,2.1484375,3.7773359566927,11.9330156594515,5.79150579869747,21.7171713709831,0,0,0,0,0,0,74.1451394557953,53.1707346439362,87.007874250412
175,2867200,2.21119517460465,0.835073087364435,3.4313727170229,7.00410477817059,6.10687024891377,7.90816321969032,33.6968821287155,28.6063581705093,37.1794879436493,0.0888599577592686,0,0.192307692486793,53.8332587480545,28.9763778448105,89.0243887901306,65.7640923559666,11.3372094929218,93.6877071857452,3.45483709126711,2.6061775162816,4.10256423056126,9.60168100893497,5.06329126656055,15.9999996423721,0,0,0,0,0,0,74.9778151512146,53.7735819816589,89.0688240528107
176,2883584,2.42570221424103,1.50375943630934,3.49127165973186,7.09198750555515,5.11508956551552,10.96605733037,32.7432179450989,28.5024166107178,41.1057680845261,0.0810372759588063,0,0.324149103835225,49.3702656030655,25.9554147720337,85.7142865657806,65.5617444217205,10.6936417520046,89.3203854560852,3.46075814217329,2.14424952864647,4.59540449082851,11.1755522340536,3.65853644907475,19.6969702839851,0,0,0,0,0,0,74.1495835781097,51.1312246322632,87.2093021869659
177,2899968,2.57198458537459,1.43149280920625,4.40414510667324,7.79171988368034,4.29292917251587,10.7969149947166,32.3775082826614,28.6783039569855,38.2926821708679,0.0811688310932368,0,0.324675324372947,49.0747219324112,23.6133128404617,84.7422659397125,66.1418031156063,10.9792284667492,91.5584444999695,3.53365283459425,2.51694098114967,5.13874627649784,11.0798592865467,5.5045872926712,15.3508767485619,0,0,0,0,0,0,72.7178847789764,44.4999992847443,84.4696998596191
178,2916352,2.74997036904097,1.20724346488714,5.06329126656055,6.82543449103832,5.35714291036129,8.4398977458477,33.9275759458542,32.4390232563019,36.1179351806641,0.0397456286009401,0,0.15898251440376,49.9459362030029,23.186120390892,82.7586233615875,64.403990060091,12.103746086359,91.6932880878449,3.73386517167091,2.80193239450455,4.37499992549419,10.1365483552217,3.80228124558926,14.070351421833,0,0,0,0,0,0,73.680100440979,52.1126747131348,83.6575865745544
179,2932736,1.80566707625985,1.11856823787093,3.05343512445688,7.41440147161484,5.86734712123871,9.65147465467453,33.7204003334045,30.0970882177353,35.9493672847748,0.0811688310932368,0,0.324675324372947,50.0757202506065,23.1671556830406,86.9565188884735,65.0687374174595,11.0465116798878,89.7009968757629,3.64634774625301,3.08764949440956,4.12735864520073,8.36060062050819,3.44827584922314,12.7450987696648,0,0,0,0,0,0,74.5750653743744,56.6037714481354,85.2830171585083
180,2949120,1.19242462329566,0.448430515825748,2.43902429938316,6.8684495985508,5.66502474248409,8.31168815493584,33.4133154153824,26.4999985694885,39.3643021583557,0.203915173187852,0,0.815660692751408,50.2044481039047,23.1884062290192,85.9437763690949,65.798584073782,11.9533531367779,88.316148519516,3.15472520887852,2.14007776230574,4.01891246438026,11.0832772403955,4.34782616794109,20.1030924916267,0,0,0,0,0,0,72.7138352394104,53.9906084537506,89.4339621067047
181,2965504,1.8036772031337,0.601202389225364,3.42298299074173,7.11288876831532,4.73815463483334,8.95140692591667,31.3593608140945,27.9012352228165,40.191388130188,0.0418760464526713,0,0.167504185810685,51.4618375897408,24.5283022522926,83.7999999523163,66.0388067364693,12.5364437699318,89.9350643157959,3.2841333001852,2.38095242530107,4.13223132491112,9.40290667116642,3.77358496189117,21.4285716414452,0,0,0,0,0,0,73.1987118721008,55.7603657245636,86.2903237342835
182,2981888,1.66083570569754,0.635593198239803,3.78787890076637,7.73630365729332,6.65024593472481,9.18635204434395,32.0848375558853,26.9417464733124,39.2344504594803,0.119236879982054,0,0.476947519928217,50.828195810318,26.0517805814743,84.2829048633575,65.7599028944969,9.11680907011032,91.5624976158142,3.3499264344573,2.30991337448359,3.79620380699635,10.6826514005661,3.70370373129845,16.8269231915474,0,0,0,0,0,0,75.2944326400757,56.4999997615814,87.8787875175476
183,2998272,1.80529702454805,0.858369097113609,2.99999993294477,6.80012032389641,5.03597110509872,7.91556760668755,31.4504057168961,27.7227729558945,39.716312289238,0.0411861605243757,0,0.164744642097503,50.7770818471909,25.2252250909805,85.3801190853119,69.2683839797974,17.7514791488647,91.27516746521,3.51778399199247,2.44857985526323,5.05050495266914,9.58285998553038,2.71317828446627,17.6470592617989,0,0,0,0,0,0,73.3350670337677,52.7777791023254,89.9224817752838
184,3014656,1.72480225563049,0.609756074845791,3.17073166370392,6.69353403151035,5.67901246249676,8.13648328185082,31.5623313188553,25.7831335067749,33.9378237724304,0.0876225501997396,0,0.183823530096561,49.8927021026611,27.1565496921539,86.8627429008484,67.1168673038483,14.4117653369904,91.2903249263763,3.58959417790174,2.91060283780098,4.53629046678543,9.11261677742004,2.2641509771347,18.3673471212387,0,0,0,0,0,0,74.4998979568481,51.1210739612579,89.1385793685913
185,3031040,1.51974705979228,0.828157365322113,2.46913582086563,6.30750112235546,4.84693869948387,7.97872319817543,34.8896706104279,30.9002429246902,42.0047730207443,0.124999997206032,0,0.499999988824129,50.9937092661858,21.9336226582527,84.9504947662354,65.8063396811485,13.3540377020836,89.6440148353577,3.48870866000652,3.25670503079891,4.03225794434547,9.65400040149689,1.476014778018,21.6981127858162,0,0,0,0,0,0,74.0230679512024,55.9808611869812,87.2180461883545
186,3047424,2.10424553602934,1.66320167481899,3.01507543772459,6.45557813346386,5.24934381246567,8.06045308709145,34.7419053316116,31.7135542631149,38.8888895511627,0.16611295286566,0,0.664451811462641,50.6930747628212,24.1678729653358,83.5294127464294,65.9493386745453,16.1676645278931,90.6752407550812,2.8203784301877,1.73076931387186,3.38645428419113,8.87181201949716,1.2448132969439,17.8217828273773,0,0,0,0,0,0,74.9741160869598,52.5581419467926,90.3846144676209
187,3063808,2.57677735760808,1.47058824077249,5.2763819694519,6.60356000065804,4.58015277981758,8.85416641831398,30.7119023799896,26.9326686859131,35.351088643074,0,0,0,53.557847738266,25.6150513887405,89.3360137939453,68.5269603133202,16.7682930827141,91.9614136219025,3.60585547983646,2.82101165503263,4.70347665250301,9.25216656178236,1.58227849751711,16.1137446761131,0,0,0,0,0,0,72.3874342441559,50.697672367096,85.7142865657806
188,3080192,1.92492407746613,0.702576106414199,3.43980342149734,7.52367824316025,6.63265287876129,9.18635204434395,35.5612516403198,31.1111122369766,44.2583739757538,0.0869870389578864,0,0.185873603913933,51.4207309484482,23.199999332428,83.984375,69.6535623073578,22.0895528793335,91.3333356380463,3.51500771939754,2.70009636878967,4.20841686427593,11.2295684963465,2.64026410877705,23.35025370121,0,0,0,0,0,0,74.3384695053101,58.3333313465118,86.1003875732422
189,3096576,2.24359564483166,1.70316305011511,3.44827584922314,6.72384493052959,5.34759350121021,7.47422650456429,33.6291700601578,30.6024104356766,40.0462955236435,0,0,0,51.776867210865,22.660818696022,86.1386120319366,69.3564397096634,24.0624994039536,91.2225723266602,3.62025495618582,2.94695477932692,4.73790317773819,9.96532978489995,1.40350880101323,18.604651093483,0,0,0,0,0,0,73.9756584167481,54.1062772274017,86.3970577716827
190,3112960,2.00449772179127,0.81632649526,2.90556903928518,7.45073206722736,6.23376630246639,9.09090936183929,33.6389940977097,30.3341895341873,35.5294108390808,0.0875340541824698,0,0.188323913607746,52.0902100205421,21.1267605423927,84.6000015735626,71.0882663726807,25.3776431083679,92.9712474346161,2.96364210546017,2.02507227659225,4.58089672029018,9.9381846934557,2.36220471560955,21.0526317358017,0,0,0,0,0,0,74.0560114383698,56.3636362552643,90.3846144676209
191,3129344,2.2832958959043,1.48883378133178,3.75939831137657,6.91083438694477,5.277044698596,9.16230380535126,31.9737255573273,29.3103456497192,36.8292689323425,0.0815660692751408,0,0.326264277100563,51.3674286007881,20.1716735959053,84.4488203525543,70.7895535230637,28.3911675214767,90.1587307453156,3.37263021618128,2.43664719164371,4.45795357227325,10.8159001544118,1.1450381949544,19.0954774618149,0,0,0,0,0,0,75.1316159963608,49.3392080068588,89.1791045665741
192,3145728,2.57023083046079,1.29870129749179,3.6764707416296,8.06026682257652,6.79347813129425,9.56284180283546,33.7860381603241,31.4009666442871,38.3908033370972,0.120967742986977,0,0.483870971947908,50.7492950558662,22.0930233597755,85.0325405597687,72.032772898674,28.3439487218857,94.0809965133667,3.40030562132597,2.60521043092012,3.94610203802586,10.6241521984339,1.87969915568829,19.5555552840233,0,0,0,0,0,0,78.1139826774597,57.766991853714,91.1196887493134
193,3162112,2.39919241517782,0.229885056614876,4.14507761597633,7.63330817222595,4.65116277337074,9.5238097012043,35.5527561903,34.0740740299225,39.4799053668976,0.164473685435951,0,0.657894741743803,51.6453373432159,22.7344989776611,85.5875849723816,70.2318638563156,27.7955263853073,90.2208209037781,3.51733636111021,2.79214065521955,4.54086773097515,10.5970057845116,3.0303031206131,17.2413796186447,0,0,0,0,0,0,78.8613569736481,57.9185545444489,89.6103918552399
194,3178496,2.70072966814041,1.69491525739431,4.19753082096577,6.55298039317131,5.51181100308895,7.38916248083115,33.1237131357193,30.9927374124527,35.6643348932266,0.0815660692751408,0,0.326264277100563,53.4203803539276,23.0880230665207,91.5909111499786,72.7245765924454,35.4231983423233,91.9354856014252,3.49245619028807,2.88739167153835,4.34782616794109,12.9479563608766,2.04081628471613,24.8780488967895,0,0,0,0,0,0,79.2902684211731,56.0747683048248,94.4237947463989
195,3194880,2.27775279432535,1.28479655832052,3.63196134567261,6.81624986231327,4.65686284005642,9.49720665812492,31.1962974071503,27.363184094429,37.4100714921951,0.0403225800255314,0,0.161290320102125,51.7563098669052,23.4910279512405,86.7102384567261,72.4872422218323,36.2126231193542,94.3925261497498,3.09421237558126,2.29885056614876,3.55450250208378,11.1460544727743,0.800000037997961,19.0243899822235,0,0,0,0,0,0,78.4344410896301,52.7272701263428,93.2330846786499
196,3211264,2.70899079740047,1.56950671225786,3.28227579593658,7.21109107136726,6.0453400015831,7.61154890060425,35.0218868255615,30.4651170969009,39.9548530578613,0.163398694712669,0,0.653594778850675,51.5465366840363,21.7252403497696,87.5545859336853,72.2569853067398,42.9967433214188,92.3076927661896,3.61053586006165,2.70009636878967,4.45595867931843,11.1310826987028,2.55319140851498,25.2380967140198,0,0,0,0,0,0,78.7732291221619,53.1818211078644,93.632960319519
197,3227648,1.83157004415989,1.52505449950695,2.29357797652483,7.98486918210983,4.62724938988686,9.97375324368477,34.2992997169495,28.9215683937073,41.9953584671021,0.119617220479995,0,0.47846888191998,51.1359161138535,23.2914924621582,83.7104082107544,70.1633316278458,37.2168272733688,90.282130241394,3.23048140853643,2.46659815311432,4.14560176432133,11.6465838626027,1.98412705212832,19.2307695746422,0,0,0,0,0,0,77.8691625595093,56.2211990356445,90.0763332843781
198,3244032,2.98972252756357,1.59090906381607,4.26966287195683,6.97432197630405,6.18556700646877,8.63874331116676,32.9779922962189,30.1470577716827,36.8544608354568,0.0391849520383403,0,0.156739808153361,51.1938297748566,20.5843299627304,84.5102488994598,69.6856379508972,37.0253175497055,91.4012730121613,3.41986179351807,1.91387552767992,4.96453903615475,12.2051766514778,1.171875,23.5294118523598,0,0,0,0,0,0,82.0425045490265,63.5555565357208,94.8148131370544
199,3260416,2.0758886449039,1.18203312158585,3.2581452280283,6.54732219874859,4.52127642929554,7.73333311080933,36.8835431337357,32.9326927661896,42.0187801122665,0.0892225478310138,0,0.194552529137582,49.3561524152756,22.8571429848671,85.2272748947144,71.2204843759537,46.0784316062927,88.785046339035,3.3281472325325,2.71844659000635,3.89150939881802,10.8004342485219,0.77220075763762,17.4528300762177,0,0,0,0,0,0,82.4264204502106,62.0192289352417,93.2330846786499
200,3276800,1.95747725665569,0.415800418704748,3.75000014901161,7.81293205916882,4.94505502283573,11.0215052962303,34.1061455011368,31.6176474094391,39.0123456716537,0,0,0,49.4307851791382,19.5342823863029,86.8708968162537,71.0318684577942,41.0658299922943,90.5537486076355,3.72674651443958,3.10981534421444,4.62962947785854,12.2967818612233,0.383141753263772,23.9234447479248,0,0,0,0,0,0,80.1456201076508,54.7511339187622,92.7756667137146
201,3293184,2.91526269167662,2.05128211528063,4.83460575342178,7.93068841099739,6.09137043356895,9.45945978164673,34.5279461145401,29.5336782932281,45.1536655426025,0.039308174746111,0,0.157232698984444,49.8110178112984,18.2767629623413,87.2483193874359,71.4813542366028,43.1818187236786,92.1135663986206,3.84020797908306,2.63929627835751,4.38328236341476,13.5110036144033,0.38167939055711,24.7524753212929,0,0,0,0,0,0,81.0798597335815,55.5023908615112,95.2380955219269
202,3309568,2.9098884575069,1.30718955770135,4.84261512756348,8.24392065405846,6.84931501746178,9.79381427168846,33.6276394128799,30.0751864910126,38.3333325386047,0.0811688310932368,0,0.324675324372947,50.2145546674728,17.0951157808304,91.6483521461487,71.3579672574997,46.8438535928726,93.2038843631744,3.60679879784584,2.67686415463686,4.39223684370518,12.3655614443123,0.784313771873713,21.8905478715897,0,0,0,0,0,0,81.3840937614441,56.7567586898804,91.6666686534882
203,3325952,2.274369597435,1.80180184543133,2.71493215113878,9.11822587251663,8.51063802838326,10.0529097020626,33.2069379091263,25.2450972795486,38.3292376995087,0.127334462013096,0,0.509337848052383,51.6948947310448,17.6620081067085,89.5833313465118,72.2866535186768,44.1471576690674,90.3010010719299,3.12320344150066,2.41080038249493,3.81050445139408,12.4420174024999,0.740740727633238,25.9615391492844,0,0,0,0,0,0,79.3025040626526,56.8807363510132,90.1140689849854
204,3342336,2.18784304335713,1.30434781312943,3.86473424732685,7.09648504853249,5.69948181509972,8.42391327023506,35.9925782680511,29.6758115291595,41.7266190052033,0.0897838472155854,0,0.194931775331497,50.5317014455795,19.0656572580338,91.9037222862244,71.8452256917954,45.0331121683121,91.9871807098389,4.03581202030182,3.29138450324535,4.75206598639488,11.892197355628,0.406504049897194,19.069766998291,0,0,0,0,0,0,79.8989081382751,58.6363613605499,89.9999976158142
