Step,Env_step,MAP_NAME: smacv2_20_units - win_rate,MAP_NAME: smacv2_20_units - win_rate__MIN,MAP_NAME: smacv2_20_units - win_rate__MAX,MAP_NAME: smacv2_10_units - win_rate,MAP_NAME: smacv2_10_units - win_rate__MIN,MAP_NAME: smacv2_10_units - win_rate__MAX,MAP_NAME: smacv2_5_units - win_rate,MAP_NAME: smacv2_5_units - win_rate__MIN,MAP_NAME: smacv2_5_units - win_rate__MAX,MAP_NAME: 27m_vs_30m - win_rate,MAP_NAME: 27m_vs_30m - win_rate__MIN,MAP_NAME: 27m_vs_30m - win_rate__MAX,MAP_NAME: 10m_vs_11m - win_rate,MAP_NAME: 10m_vs_11m - win_rate__MIN,MAP_NAME: 10m_vs_11m - win_rate__MAX,MAP_NAME: 6h_vs_8z - win_rate,MAP_NAME: 6h_vs_8z - win_rate__MIN,MAP_NAME: 6h_vs_8z - win_rate__MAX,MAP_NAME: 5m_vs_6m - win_rate,MAP_NAME: 5m_vs_6m - win_rate__MIN,MAP_NAME: 5m_vs_6m - win_rate__MAX,MAP_NAME: 3s5z - win_rate,MAP_NAME: 3s5z - win_rate__MIN,MAP_NAME: 3s5z - win_rate__MAX,MAP_NAME: 3s5z_vs_3s6z - win_rate,MAP_NAME: 3s5z_vs_3s6z - win_rate__MIN,MAP_NAME: 3s5z_vs_3s6z - win_rate__MAX,MAP_NAME: 3s_vs_5z - win_rate,MAP_NAME: 3s_vs_5z - win_rate__MIN,MAP_NAME: 3s_vs_5z - win_rate__MAX,MAP_NAME: 2s3z - win_rate,MAP_NAME: 2s3z - win_rate__MIN,MAP_NAME: 2s3z - win_rate__MAX
16,262144,0.356044042855501,0,1.29533680155873,2.75800729170442,0.222222227603197,6.2953993678093,5.89101247489452,3.42052318155766,8.83838385343552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,278528,0.495990491472185,0,0.761421304196119,2.91962710209191,0.659340666607022,4.35835346579552,5.43936550617218,4.24528308212757,6.77570104598999,0,0,0,0,0,0,0.0413223123177886,0,0.206611561588943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,294912,0.503262276761234,0,2.01511327177286,3.31059547141194,0.847457628697157,6.61577582359314,6.67316876351833,5.60165978968143,7.74647891521454,0,0,0,0,0,0,0,0,0,0.0158227852080017,0,0.0791139260400087,0,0,0,0,0,0,0,0,0,0,0,0
19,311296,0.720539381727576,0,1.81347150355577,4.04445240274072,0.436681229621172,7.37913474440575,6.23487487435341,4.55486550927162,9.17431190609932,0,0,0,0.0187265919521451,0,0.0936329597607255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,327680,0.829713670536876,0,1.83727033436298,3.98977832403034,0.211864407174289,6.1224490404129,6.82244032621384,5.15463910996914,9.76190492510796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,344064,1.01540726609528,0,1.85676384717226,4.13274977356195,1.67865715920925,7.3107048869133,6.84402599930763,5.73566071689129,8.37320610880852,0,0,0,0,0,0,0,0,0,0.0156006240285933,0,0.0780031201429665,0,0,0,0,0,0,0,0,0,0,0,0
22,360448,1.39788065105677,0.248756213113666,3.2171580940485,5.36219786852598,1.90274845808744,7.73195847868919,7.36541926860809,5.16129024326801,10.3614456951618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,376832,1.53852058574557,0.740740727633238,3.67454066872597,5.53470235317946,1.91489364951849,9.15841609239578,7.36058875918388,5.34883737564087,11.2469434738159,0,0,0,0.0600600615143776,0,0.300300307571888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,393216,1.73498311080039,0,4.67532463371754,5.58492192998529,1.52173908427358,7.520891726017,7.09049582481384,5.7934507727623,9.87341776490212,0,0,0,0.0201207236386836,0,0.100603618193418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,409600,1.52348354458809,0.246913591399789,2.638522349298,5.5467875674367,2.38611716777086,7.79220759868622,7.66166917979717,5.27472533285618,9.74999964237213,0,0,0,0.0611620815470815,0,0.305810407735407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,425984,2.04669054597616,0.476190494373441,4.97382208704948,6.19225364178419,2.58064512163401,9.67741906642914,8.20568509399891,4.82456125319004,11.9512192904949,0,0,0,0.125000001862645,0,0.625000009313226,0.0426439242437482,0,0.213219621218741,0,0,0,0,0,0,0,0,0,0,0,0,0.0754716992378235,0,0.377358496189117
27,442368,1.90703824162483,0.493827182799578,2.95698922127485,5.76744131743908,3.125,9.84455943107605,8.67560178041458,5.70824518799782,11.8518516421318,0,0,0,0.12684989720583,0,0.634249486029148,0.0438596494495869,0,0.219298247247934,0,0,0,0,0,0,0,0,0,0,0,0,0.0735294120386243,0,0.367647060193121
28,458752,2.92588926851749,0.934579409658909,5.47945201396942,6.99543572962284,5.6689340621233,10.4000002145767,6.66280247271061,4.80769239366055,7.89473652839661,0,0,0,0.159455928951502,0,0.649350648745894,0.128241064958274,0,0.218818383291364,0.098976653534919,0,0.322320708073676,0,0,0,0,0,0,0,0,0,0.0666666682809591,0,0.333333341404796
29,475136,3.21471605449915,0.6880734115839,7.0460706949234,6.23270556330681,5.15463910996914,7.8740157186985,7.08695329725742,5.00000007450581,10.6435641646385,0,0,0,0.19780220463872,0,0.989011023193598,0,0,0,0.0702306407038122,0,0.0961538462433964,0,0,0,0,0,0,0,0,0,0,0,0
30,491520,4.34514246881008,2.00445428490639,6.18811883032322,7.04321958124638,4.45434302091599,8.9635856449604,8.11419695615768,7.10659921169281,9.28571447730064,0,0,0,0.177383590489626,0,0.88691795244813,0.0442477874457836,0,0.221238937228918,0.0188323913607746,0,0.0941619568038732,0,0,0,0,0,0,0,0,0,0,0,0
31,507904,3.56521857902408,1.15473438054323,6.13333322107792,7.9704637080431,4.59770113229752,11.2781956791878,7.68845960497856,5.26315793395042,9.95024889707565,0,0,0,0.317460335791111,0,1.58730167895556,0.173044614493847,0,0.419287197291851,0.0519073067698628,0,0.0889679708052427,0,0,0,0,0,0,0,0,0,0.0699300691485405,0,0.349650345742702
32,524288,4.28930371999741,0.975609757006168,7.29729756712914,8.69641527533531,6.93512335419655,11.6216212511063,8.35764139890671,6.0810811817646,11.405835300684,0,0,0,0.269966255873442,0,1.34983127936721,0.136093278415501,0,0.471698120236397,0.0706384610384703,0,0.175746926106513,0,0,0,0,0,0,0,0,0,0.222276505082846,0,0.749063678085804
33,540672,3.94216757267714,1.79487187415361,5.82010596990585,7.80598811805248,5.92783503234386,9.53545197844505,9.86310929059982,5.85683286190033,13.0325809121132,0,0,0,0.540258549153805,0,2.41657085716724,0.135702933184803,0,0.23923444095999,0.173678827704862,0,0.266193435527384,0,0,0,0,0,0,0,0,0,0,0,0
34,557056,4.08476956188679,1.59817356616259,6.02094233036041,6.93670958280563,6.39269426465035,7.99999982118607,8.37174102663994,7.63546824455261,9.69387739896774,0,0,0,0.496530956588686,0,2.1965317428112,0.17489820253104,0,0.460829492658377,0.209042958449572,0.0956937787123024,0.265957438386977,0,0,0,0,0,0,0,0,0,0.0743494415655732,0,0.371747207827866
35,573440,3.88070883229375,1.38888889923692,5.94594590365887,7.35793761909008,5.36130517721176,10.991957038641,7.96242065727711,5.59610687196255,10.7398569583893,0,0,0,0.531130884774029,0,2.0833333954215,0.0912035256624222,0,0.240963860414922,0.120774877723306,0,0.263157906010747,0,0,0,0,0,0,0,0,0,0.152091253548861,0,0.760456267744303
36,589824,4.66415353119373,2.7522936463356,6.434316188097,7.41797022521496,4.62287105619907,9.47368443012238,8.97866323590279,7.29926973581314,11.0047847032547,0,0,0,0.561275456566364,0,1.66073553264141,0.180625435896218,0,0.6880734115839,0.109811241272837,0,0.266666663810611,0,0,0,0,0,0,0,0,0,0.221120989881456,0,0.378787890076637
37,606208,3.90478972345591,1.70575696974993,5.68475462496281,8.06697808206081,5.72082363069057,10.1648353040218,7.8653759509325,5.92105276882649,10.2631576359272,0,0,0,0.79311041161418,0,2.26460080593824,0.140186911448836,0,0.700934557244182,0.144407891202718,0,0.354609917849302,0,0,0,0,0,0,0,0,0,0.150183150544763,0,0.384615384973586
38,622592,4.18715178966522,2.42825616151094,6.48648664355278,8.2566075026989,6.4965195953846,11.444141715765,8.70300218462944,7.37327188253403,10.1781167089939,0,0,0,0.67581246374175,0,1.82038843631744,0.172080565243959,0,0.650759227573872,0.198727131355554,0,0.358422938734293,0,0,0,0,0,0,0,0,0,0.145985400304198,0,0.364963500760496
39,638976,5.69356895983219,4.59183678030968,7.29729756712914,8.42615604400635,6.97674453258514,11.4666663110256,9.7672164440155,8.87728482484818,11.1111111938953,0,0,0,1.00803937762976,0,2.31990236788988,0.0867744302377105,0,0.218818383291364,0.125092238886282,0,0.357781746424735,0,0,0,0,0,0,0,0,0,0.0743494415655732,0,0.371747207827866
40,655360,4.28487155586481,1.96506548672915,6.47668391466141,8.09848658740521,6.18556700646877,9.18918922543526,8.70178773999214,7.65550211071968,11.2171836197376,0,0,0,1.04873550590128,0,2.214022167027,0.0912308366969228,0,0.23923444095999,0.146606371272355,0,0.358744384720922,0,0,0,0,0,0,0,0,0,0.366300381720066,0,1.83150190860033
41,671744,3.06581016629934,1.87165774405003,5.50724640488625,9.04512286186218,8.33333358168602,10.0000001490116,8.4311631321907,7.63358771800995,9.05077233910561,0,0,0,1.37621939182282,0,2.76162791997194,0.088428994640708,0,0.225225230678916,0.254175834124908,0,0.709849176928401,0,0,0,0,0,0,0,0,0,0.149812735617161,0,0.749063678085804
42,688128,3.49780132994056,1.39534883201122,7.12328776717186,7.87738144397736,7.42574259638786,8.26446264982224,8.81507456302643,6.40732273459435,10.5405405163765,0,0,0,1.85047117061913,0,4.08759117126465,0.133562898263335,0,0.431965431198478,0.0900539185386151,0,0.362318847328424,0,0,0,0,0,0,0,0,0,0.439560455270112,0,1.83150190860033
43,704512,4.08119559288025,2.39808149635792,5.57103082537651,6.72896459698677,5.49738220870495,8.59188511967659,8.82960930466652,7.22347646951675,10.4395605623722,0,0,0,2.50184308737516,0,4.57796864211559,0.0488997576758266,0,0.244498788379133,0.145639890106395,0.0873362470883876,0.26881720405072,0,0,0,0,0,0,0,0,0,0.511899413540959,0,1.09890112653375
44,720896,4.02222570031881,1.91780813038349,7.99999982118607,8.18495899438858,7.0175439119339,9.375,9.0970604121685,6.94087371230125,11.4355228841305,0,0,0,2.81266087666154,0,6.46616518497467,0,0,0,0.202517569996417,0.0862812798004597,0.297324080020189,0,0,0,0,0,0,0,0,0,0.308059025555849,0,1.1450381949544
45,737280,3.78515724092722,1.16009283810854,6.42458125948906,9.08675014972687,7.69230797886848,10.4859337210655,9.79596853256226,7.67494365572929,11.5183249115944,0,0,0,2.5115917250514,0,4.30906377732754,0.0458715576678515,0,0.229357788339257,0.222146218875423,0.0866551126819104,0.355239794589579,0,0,0,0,0,0,0,0,0,0.924468417651951,0,1.55642023310065
46,753664,4.48910301551223,1.35440183803439,7.93650820851326,9.20613780617714,6.49038478732109,11.3456465303898,9.19776543974876,8.35380852222443,10.2150537073612,0,0,0,3.16048732027411,0,5.46528808772564,0.048076924867928,0,0.24038462433964,0.364212398417294,0,0.998185109347105,0,0,0,0,0,0,0,0,0,1.5766284102574,0,4.16666679084301
47,770048,4.51850589364767,1.09409186989069,7.71208256483078,8.09523075819016,7.77202099561691,8.39895009994507,10.1265017688274,7.19101130962372,12.2500002384186,0,0,0,3.12266547232866,0,5.06706424057484,0.0921835144981742,0,0.233644852414727,0.292912172153592,0.102354143746197,0.732600735500455,0,0,0,0,0,0,0,0,0,0.853959112428129,0,2.29885056614876
48,786432,3.59576352871954,0.639658840373158,4.91803288459778,8.80178019404411,7.69230797886848,10.2094240486622,8.48441123962402,7.23684206604958,9.5238097012043,0,0,0,3.84945534169674,0,7.44047611951828,0.0433839485049248,0,0.216919742524624,0.340094520943239,0.0940733763854951,0.643974263221025,0,0,0,0,0,0,0,0,0,2.08208104129881,0.366300367750227,5.32319396734238
49,802816,3.42023484874517,0.208333344198763,5.95854930579662,8.16876746714115,5.68475462496281,11.4503815770149,8.88273239135742,7.14285746216774,10.5128206312656,0,0,0,3.74934297055006,0,7.46951252222061,0.0427350448444486,0,0.213675224222243,0.361846799496561,0.182149361353368,0.722394231706858,0,0,0,0,0,0,0,0,0,1.48983541876078,0,3.17460335791111
50,819200,2.66287517268211,0.213675224222243,4.40097786486149,7.88297712802887,6.09137043356895,9.39947813749313,9.25592020153999,7.63888880610466,10.6796115636826,0,0,0,4.85572800040245,0,8.54961797595024,0,0,0,0.428304458037019,0.0946073792874813,0.631199264898896,0,0,0,0,0,0,0,0,0,1.68625228572637,0.354609917849302,4.08163256943226
51,835584,3.04891191422939,1.48619953542948,4.07124683260918,6.930932700634,3.71287129819393,9.83213409781456,8.81658464670181,6.39269426465035,11.0275685787201,0,0,0,5.23106515407562,0,9.49463993310928,0.1390061667189,0,0.24038462433964,0.307809456717223,0,0.641613220795989,0,0,0,0,0,0,0,0,0,1.85583139769733,0,3.93700785934925
52,851968,2.8654108941555,0.865800864994526,4.65116277337074,7.96901941299439,4.77386936545372,10.0000001490116,9.17994111776352,6.95067271590233,12.5641033053398,0,0,0,6.3111635344103,0.290275760926306,11.8195958435535,0.0499999988824129,0,0.249999994412065,0.728894798085094,0.441696122288704,1.0559662245214,0,0,0,0,0,0,0,0,0,2.76481275446713,0,5.37190064787865
53,868352,3.72359696775675,2.04545445740223,5.62347173690796,8.06464493274689,5.73566071689129,11.1111111938953,9.01260569691658,6.73316717147827,11.7647059261799,0,0,0,6.39429884962738,0.283286115154624,12.1913582086563,0.178944543004036,0,0.451467279344797,0.811689645051956,0.355555559508502,2.1335806697607,0,0,0,0,0,0,0,0,0,3.40156075544655,0,6.8000003695488
54,884736,2.88901349529624,1.52838425710797,3.71287129819393,6.83718018233776,3.75939831137657,10.0000001490116,10.0725273787975,6.47481977939606,12.3188406229019,0,0,0,6.73163512721658,0.431654695421457,11.4241003990173,0.0501253129914403,0,0.250626564957201,0.647371411323547,0.202839751727879,1.06951873749495,0,0,0,0,0,0,0,0,0,3.3653430454433,0,6.74603208899498
55,901120,3.15933134406805,1.62412989884615,4.50236983597279,6.66498318314552,4.5112781226635,9.09090936183929,9.30056259036064,6.55737668275833,12.2137404978275,0,0,0,6.82668752968311,1.00286528468132,12.012480199337,0.205659396015108,0,0.539083546027541,0.4425164218992,0.0884955748915672,0.845864694565535,0,0,0,0,0,0,0,0,0,4.42960472777486,0.751879718154669,9.62343066930771
56,917504,3.08917474001646,2.38095242530107,3.89908254146576,7.12711803615093,4.46650125086308,8.97435918450356,10.164110660553,8.54271352291107,12.4390244483948,0,0,0,8.0045148357749,0.875912420451641,13.2716044783592,0.248813992366195,0,0.78740157186985,0.819333037361503,0.26525198481977,2.00190655887127,0,0,0,0,0,0,0,0,0,4.87063102424145,0,11.7886178195477
57,933888,2.98738665878773,1.84331797063351,4.34782616794109,6.63668289780617,4.72813248634338,7.74818435311317,9.15212452411652,7.34597146511078,10.6666669249535,0,0,0,8.77907674759626,2.22222227603197,15.7051280140877,0.205057235434651,0,0.564971752464771,0.69257415831089,0.416666688397527,1.17011703550816,0,0,0,0,0,0,0,0,0,4.88033700734377,0,10.2222219109535
58,950272,2.64408886432648,1.61290317773819,3.68217043578625,6.04078054428101,2.66990289092064,9.00243297219276,10.8015365898609,8.19672122597694,12.1134020388126,0,0,0,9.49554234743118,2.23880596458912,16.7456552386284,0.608984581194818,0,2.33918130397797,0.757633931934834,0.361336953938007,1.89753323793411,0,0,0,0,0,0,0,0,0,5.41596386581659,1.5748031437397,11.4893615245819
59,966656,2.70256347954273,1.80180184543133,4.00890856981277,5.7512441277504,3.61445769667625,7.99999982118607,10.3095488250256,7.38255009055138,11.9402982294559,0,0,0,10.1051534712315,3.27868834137917,15.4213041067123,0.910602891817689,0,3.78378368914127,1.04524027556181,0.532859703525901,1.91021971404552,0,0,0,0,0,0,0,0,0,5.89367004111409,0.793650839477778,10.0000001490116
60,983040,2.37960912287235,1.76470596343279,4.09482754766941,5.03233037889004,3.05882357060909,7.88177326321602,9.96583506464958,8.39694663882256,12.9268288612366,0,0,0,10.9827002137899,3.32829058170319,18.75,1.00279270205647,0,3.76344099640846,0.675441091880202,0.444049714133143,1.24521069228649,0,0,0,0,0,0,0,0,0,5.98439991474152,0.398406386375427,14.6017700433731
61,999424,1.67224515229464,0.650759227573872,2.89256200194359,7.06138476729393,2.87081338465214,11.405835300684,10.150418356061,5.68720363080502,12.7551019191742,0,0,0,11.5059038251638,4.09711673855782,18.2847902178764,1.13550238311291,0,4.87106032669544,0.76290194876492,0.212314235977828,1.70616116374731,0,0,0,0,0,0,0,0,0,6.80669002234936,3.125,10.3305786848068
62,1015808,2.26257907226682,0.835073087364435,4.48979586362839,5.52998192608357,2.39808149635792,7.92079195380211,11.4853619039059,10.1895734667778,12.8534704446793,0,0,0,12.9776132106781,4.86322194337845,19.8400005698204,1.8055883795023,0,6.19469024240971,0.700034429319203,0.268336315639317,2.12355218827724,0,0,0,0,0,0,0,0,0,7.73256450891495,2.80000008642673,13.9639645814896
63,1032192,2.24670326337218,1.01010100916028,3.16742099821568,4.69183161854744,2.10280381143093,7.1599043905735,11.2134662270546,9.71128642559052,12.2807018458843,0,0,0,13.7681715935469,5.90062104165554,20.9523811936378,2.1036795899272,0,9.17431190609932,1.11431709490716,0.452079577371478,1.63776502013206,0,0,0,0,0,0,0,0,0,9.36665296554565,1.953125,16.0173162817955
64,1048576,2.43575978092849,0.400000018998981,3.89105044305325,5.66522613167763,2.67857145518064,9.77443605661392,9.99569773674011,5.60975596308708,13.8888895511627,0,0,0,13.4190490841866,4.4410414993763,20.1626017689705,2.17490840703249,0,9.2261902987957,0.712668849155307,0.417536543682218,1.16845183074474,0,0,0,0,0,0,0,0,0,8.58502048999071,2.8806583955884,12.3456791043282
65,1064960,2.19233451411128,0.570342224091291,4.02414500713348,5.27233459055424,1.94805189967155,7.49353989958763,10.7211637496948,9.1566264629364,13.0952388048172,0,0,0,15.6897564232349,5.37634417414665,24.0589201450348,4.47757937014103,0,16.3009405136108,1.07710611075163,0.524658989161253,2.45579574257135,0,0,0,0,0,0,0,0,0,9.01595573872328,2.9166666790843,15.5172407627106
66,1081344,2.56243064068258,0.571428565308452,5.26315793395042,4.6074690297246,1.65876783430576,7.98005014657974,10.6517498195171,7.56097584962845,13.2850244641304,0,0,0,18.0289705097675,6.55226185917854,31.5602838993072,5.46302584931254,0,20.9459453821182,1.13486631773412,0.273972610011697,1.57635472714901,0,0,0,0,0,0,0,0,0,10.4327739775181,2.0242914557457,17.9372191429138
67,1097728,2.12866347283125,0.78740157186985,3.08285169303417,4.48090514168143,1.47058824077249,9.70873758196831,11.0270011425018,7.5566753745079,14.7582694888115,0,0,0,20.3700757026672,7.88643509149551,33.5144937038422,6.36640821583569,0,21.6981127858162,0.932082119397819,0.316789862699807,1.9114688038826,0,0,0,0,0,0,0,0,0,10.1058733463287,2.82258056104183,16.5178567171097
68,1114112,2.06061141565442,0.92764375731349,3.45528461039066,4.12156913429499,0.884955748915672,6.5162904560566,10.4373481869698,7.48792290687561,12.9353240132332,0,0,0,20.5372421443462,7.1526825428009,37.3076915740967,8.54950661770999,0,27.0186334848404,1.03658361826092,0.367647060193121,1.49999996647239,0,0,0,0,0,0,0,0,0,11.6740199178457,3.52941192686558,21.6216221451759
69,1130496,2.25459285080433,1.00200399756432,3.34075726568699,4.18426545336843,1.15740736946464,9.23076942563057,10.9183587133884,8.4134615957737,14.8514851927757,0,0,0,22.1918945014477,7.05725699663162,42.1568632125855,8.4835451329127,0,30.8219164609909,1.31210554391146,0.460829492658377,2.36920043826103,0,0,0,0,0,0,0,0,0,11.9346792250872,2.89256200194359,22.624434530735
70,1146880,2.42371194064617,1.40845067799091,4.7422681003809,4.10165391862392,2.35849060118198,8.37438404560089,12.0109097659588,8.75912383198738,14.1119226813316,0,0,0,23.7519714236259,7.67123252153397,41.8386489152908,11.1459764977917,0,41.016948223114,1.15528032765724,0.0900090031791478,1.85365844517946,0,0,0,0,0,0,0,0,0,13.1987601518631,4.89795915782452,25
71,1163264,2.00896296650171,1.12994350492954,3.59281450510025,4.20967746526003,2.88248341530561,8.12182724475861,11.1124765872955,6.7500002682209,15.8273383975029,0,0,0,26.8954820930958,9.12863090634346,51.6569197177887,12.5167736690491,0,45.1923072338104,1.14091755822301,0.554528646171093,1.6732282936573,0,0,0,0,0,0,0,0,0,12.2795076668262,4.97925318777561,19.7183102369308
72,1179648,2.54020864143968,1.30841117352247,5.23255802690983,3.90126911923289,1.53508773073554,7.31132104992867,12.6401183009148,6.30841106176376,17.676767706871,0,0,0,27.4864359200001,9.21409204602242,48.7329423427582,13.6733078118414,0,48.9864856004715,1.32593600079417,0.544464588165283,2.07547172904015,0,0,0,0,0,0,0,0,0,14.4073760509491,5.95744699239731,23.3183860778809
73,1196032,2.32130168005824,0.862068962305784,3.76470573246479,4.45127449929714,3.03687639534473,6.8010076880455,11.8540439009666,9.84848514199257,15.4394298791885,0,0,0,29.4744229316711,10.0271001458168,52.7999997138977,16.1714740749449,0,56.2068939208984,1.10617709346116,0.74152541346848,1.57016683369875,0,0,0,0,0,0,0,0,0,15.0429680943489,8.51063802838326,25.9911894798279
74,1212416,2.60022303089499,1.50537630543113,3.86363640427589,3.11158243566751,1.76991149783134,4.95049506425858,12.6511420309544,9.48905125260353,16.5775403380394,0,0,0,33.0181194841862,10.7541896402836,58.953720331192,16.6897768480703,0.245098047889769,57.534247636795,1.73766681924462,1.09990835189819,2.76679843664169,0,0,0,0,0,0,0,0,0,14.5331636071205,6.32911399006844,21.7821776866913
75,1228800,2.06486431881785,1.50659130886197,3.10679618269205,3.61188840121031,2.07039341330528,4.52488698065281,10.5992113053799,8.61244052648544,12.2596152126789,0,0,0,36.7232844233513,13.5057464241982,64.9402379989624,16.8500477541238,0.235849060118198,55.8441579341888,1.25510672107339,0.63463281840086,2.09790207445621,0,0,0,0,0,0,0,0,0,16.9558798521757,3.78151275217533,24.8888894915581
76,1245184,2.19165241345763,1.40562253072858,2.77136266231537,2.97310864552855,1.06609808281064,5.25059662759304,12.285680025816,9.49999988079071,15.748031437397,0,0,0,38.4851878881454,13.4094148874283,64.9193525314331,18.5076331160963,0.239808158949018,57.6547205448151,1.63703350350261,0.796359498053789,2.54842005670071,0,0,0,0,0,0,0,0,0,16.820253059268,5.00000007450581,30.84577023983
