Step,Env_step,MAP_NAME: smacv2_20_units - returns,MAP_NAME: smacv2_20_units - returns__MIN,MAP_NAME: smacv2_20_units - returns__MAX,MAP_NAME: smacv2_10_units - returns,MAP_NAME: smacv2_10_units - returns__MIN,MAP_NAME: smacv2_10_units - returns__MAX,MAP_NAME: smacv2_5_units - returns,MAP_NAME: smacv2_5_units - returns__MIN,MAP_NAME: smacv2_5_units - returns__MAX,MAP_NAME: 27m_vs_30m - returns,MAP_NAME: 27m_vs_30m - returns__MIN,MAP_NAME: 27m_vs_30m - returns__MAX,MAP_NAME: 10m_vs_11m - returns,MAP_NAME: 10m_vs_11m - returns__MIN,MAP_NAME: 10m_vs_11m - returns__MAX,MAP_NAME: 6h_vs_8z - returns,MAP_NAME: 6h_vs_8z - returns__MIN,MAP_NAME: 6h_vs_8z - returns__MAX,MAP_NAME: 5m_vs_6m - returns,MAP_NAME: 5m_vs_6m - returns__MIN,MAP_NAME: 5m_vs_6m - returns__MAX,MAP_NAME: 3s5z - returns,MAP_NAME: 3s5z - returns__MIN,MAP_NAME: 3s5z - returns__MAX,MAP_NAME: 3s5z_vs_3s6z - returns,MAP_NAME: 3s5z_vs_3s6z - returns__MIN,MAP_NAME: 3s5z_vs_3s6z - returns__MAX,MAP_NAME: 3s_vs_5z - returns,MAP_NAME: 3s_vs_5z - returns__MIN,MAP_NAME: 3s_vs_5z - returns__MAX,MAP_NAME: 2s3z - returns,MAP_NAME: 2s3z - returns__MIN,MAP_NAME: 2s3z - returns__MAX
10,163840,0.340455847978592,0.318992257118225,0.370063096284866,0.359879648685455,0.32013201713562,0.39064347743988,0.445800399780273,0.358200013637543,0.520873785018921,0.137415015138686,0.0538839511573315,0.237531617283821,0.255779477953911,0.194589927792549,0.380582928657532,0.474153769016266,0.404680550098419,0.535762965679169,0.305862879753113,0.270833343267441,0.347768813371658,0.267158657312393,0.223820894956589,0.357285797595978,0.115453902631998,0.037309642881155,0.241174533963203,0.242975288629532,0.21810108423233,0.277058005332947,0.256995908915997,0.0819824114441872,0.377793937921524
11,180224,0.346198809146881,0.32260200381279,0.398682802915573,0.372448921203613,0.313856601715088,0.416580528020859,0.47064670920372,0.371182084083557,0.562897086143494,0.144154978916049,0.0690875798463821,0.237337306141853,0.272124469280243,0.209267675876617,0.40255069732666,0.500043350458145,0.444386333227158,0.552776575088501,0.323289376497269,0.294601738452911,0.359126657247543,0.276196643710136,0.238355875015259,0.372694104909897,0.126936952024698,0.0467392913997173,0.244729608297348,0.252367612719536,0.232338666915894,0.282887578010559,0.283398292958736,0.103036426007748,0.416148334741592
12,196608,0.355881404876709,0.324396103620529,0.392143130302429,0.398072302341461,0.338672041893005,0.445758193731308,0.51351535320282,0.423654496669769,0.586549460887909,0.146060008555651,0.0866192653775215,0.2308219820261,0.287868532538414,0.232826128602028,0.4148990213871,0.512774240970612,0.462622702121735,0.55575442314148,0.341212624311447,0.310361385345459,0.378605723381042,0.289242288470268,0.243078455328941,0.389982968568802,0.139350574463606,0.0619627796113491,0.253790706396103,0.263654559850693,0.250087708234787,0.284853637218475,0.305099537968636,0.129217550158501,0.418882429599762
13,212992,0.366034758090973,0.331001907587051,0.412634342908859,0.430511754751205,0.358693420886993,0.486804753541946,0.508648419380188,0.441623836755753,0.576471388339996,0.1449876986444,0.10246229916811,0.227427676320076,0.305653202533722,0.240144819021225,0.434191405773163,0.528787219524384,0.498260855674744,0.561926186084747,0.351996070146561,0.3246049284935,0.383004307746887,0.306193709373474,0.237433910369873,0.410783261060715,0.153780850768089,0.0760233402252197,0.249387755990028,0.268524783849716,0.262414932250977,0.274670243263245,0.31952121257782,0.145142048597336,0.425703793764114
14,229376,0.380304253101349,0.329382717609406,0.443038523197174,0.445788758993149,0.366078227758408,0.517091572284699,0.532287174463272,0.445080608129501,0.587283134460449,0.141256449744105,0.109646141529083,0.221271321177483,0.319405275583267,0.257239073514938,0.447337538003922,0.538239669799805,0.504365503787994,0.565801918506622,0.365015739202499,0.33021280169487,0.400687009096146,0.313087749481201,0.229850023984909,0.421022355556488,0.166082140803337,0.0870494991540909,0.25617191195488,0.278123539686203,0.266502320766449,0.289329648017883,0.343804943561554,0.187676519155502,0.442172020673752
15,245760,0.379077523946762,0.338954955339432,0.427803754806519,0.454064744710922,0.366173148155212,0.507078647613525,0.542082279920578,0.494479089975357,0.579024732112885,0.136904226616025,0.099101722240448,0.208325400948524,0.33231834769249,0.279384702444077,0.457956701517105,0.543319141864777,0.508556246757507,0.568403124809265,0.378044468164444,0.33870056271553,0.419847190380096,0.319946566224098,0.226617380976677,0.411809474229813,0.17567423582077,0.112455561757088,0.250188708305359,0.281034356355667,0.273500919342041,0.286078542470932,0.365686255693436,0.238719522953033,0.441944062709808
16,262144,0.383443260192871,0.328584223985672,0.451175898313522,0.473719441890717,0.419609904289246,0.541560828685761,0.576567196846008,0.528062105178833,0.626583576202393,0.132215246558189,0.0845229476690292,0.194960862398148,0.346997916698456,0.299938529729843,0.478973656892777,0.555798256397247,0.534512877464294,0.578201532363892,0.387947010993957,0.34549880027771,0.426725327968597,0.331094577908516,0.225228652358055,0.430470585823059,0.186038881540298,0.125553637742996,0.259683758020401,0.282232636213303,0.270967215299606,0.289524912834167,0.383203876018524,0.286554574966431,0.458442062139511
17,278528,0.401508176326752,0.351839184761047,0.46210965514183,0.488473457098007,0.424693405628204,0.528219342231751,0.577313005924225,0.54769891500473,0.588589072227478,0.128472965210676,0.0728127509355545,0.178338572382927,0.358766376972198,0.313253045082092,0.494732469320297,0.561903047561646,0.535240709781647,0.580729067325592,0.397094517946243,0.344958007335663,0.439768880605698,0.34168753027916,0.242994070053101,0.458225250244141,0.20284535586834,0.154269888997078,0.271439075469971,0.288063597679138,0.278846830129623,0.293971747159958,0.406370705366135,0.330726891756058,0.467135071754456
18,294912,0.396023690700531,0.343593418598175,0.450264483690262,0.496915107965469,0.439761638641357,0.556444644927979,0.592140531539917,0.573936879634857,0.612128019332886,0.129345122724772,0.0654829367995262,0.17358809709549,0.362490504980087,0.308280616998672,0.494070410728455,0.566499185562134,0.550403833389282,0.583187222480774,0.411352664232254,0.356176018714905,0.462977349758148,0.353019744157791,0.252703309059143,0.463274955749512,0.217000940442085,0.176055341959,0.283525109291077,0.291939324140549,0.278601765632629,0.297633558511734,0.414011788368225,0.343013852834702,0.463031947612762
19,311296,0.41078155040741,0.351514965295792,0.466298013925552,0.526426976919174,0.470524042844772,0.575490593910217,0.583549034595489,0.53460705280304,0.634558320045471,0.131796017289162,0.0641702488064766,0.170932456851006,0.37187414765358,0.306996941566467,0.505703151226044,0.564132392406464,0.546085476875305,0.589244782924652,0.419612991809845,0.365869760513306,0.467678338289261,0.352157109975815,0.246921211481094,0.463084727525711,0.230795532464981,0.196319296956062,0.303244590759277,0.294040304422379,0.278228551149368,0.307528704404831,0.429324048757553,0.363372176885605,0.473206430673599
20,327680,0.419734996557236,0.347499519586563,0.478755533695221,0.534566682577133,0.478014081716538,0.561110734939575,0.607432985305786,0.587072312831879,0.641894102096558,0.132252048701048,0.066252239048481,0.17482553422451,0.381120675802231,0.306453675031662,0.530616164207459,0.568780469894409,0.547446489334106,0.590673327445984,0.43218132853508,0.379291415214539,0.482910096645355,0.357992267608643,0.250260770320892,0.468768417835236,0.242469477653503,0.192685440182686,0.307487547397614,0.298526978492737,0.282285690307617,0.311089187860489,0.44808503985405,0.381243377923965,0.513846278190613
21,344064,0.420059138536453,0.364122301340103,0.471842646598816,0.547346782684326,0.500799119472504,0.590941905975342,0.609555149078369,0.581913769245148,0.624527215957642,0.133517870679498,0.0687327012419701,0.175415322184563,0.387885135412216,0.303924798965454,0.544329166412354,0.580483770370483,0.565787732601166,0.594218075275421,0.442164748907089,0.381176918745041,0.496168315410614,0.358314815163612,0.238575831055641,0.475915998220444,0.262197929620743,0.212703943252563,0.32184973359108,0.302725690603256,0.28132951259613,0.316398590803146,0.459027320146561,0.396945059299469,0.50446081161499
22,360448,0.451370763778687,0.396072238683701,0.504093050956726,0.560423117876053,0.495991557836533,0.624630272388458,0.620955753326416,0.573570311069489,0.677266776561737,0.135156601667404,0.076153576374054,0.175112500786781,0.394443994760513,0.302782446146011,0.564403653144836,0.581268358230591,0.56831568479538,0.599374890327454,0.45349372625351,0.38664036989212,0.506795585155487,0.365552160143852,0.24840883910656,0.484461843967438,0.275397917628288,0.224192202091217,0.328536510467529,0.305578714609146,0.284518271684647,0.3222776055336,0.469274526834488,0.390105664730072,0.508480966091156
23,376832,0.447466790676117,0.414673149585724,0.498250871896744,0.566883254051209,0.513087272644043,0.639411389827728,0.614199447631836,0.577519655227661,0.669680774211884,0.135361149907112,0.0892407149076462,0.171197503805161,0.404231315851211,0.303896129131317,0.592010200023651,0.584789347648621,0.570240080356598,0.60331916809082,0.46535958647728,0.407694846391678,0.520799458026886,0.368735933303833,0.255530595779419,0.482858300209045,0.28197183907032,0.212910786271095,0.357308775186539,0.307915037870407,0.283420443534851,0.324645608663559,0.465905827283859,0.38620337843895,0.510616183280945
24,393216,0.471057486534119,0.41672670841217,0.523807287216187,0.563987672328949,0.512569546699524,0.597244918346405,0.624916923046112,0.594599008560181,0.654227018356323,0.138323744758964,0.104636304080486,0.166111946105957,0.40835993885994,0.297074228525162,0.60857880115509,0.595227146148682,0.580515742301941,0.611393988132477,0.480424219369888,0.423754096031189,0.538240194320679,0.366772496700287,0.255137741565704,0.484304040670395,0.293642601370811,0.22294582426548,0.38457065820694,0.313026481866837,0.292883455753326,0.323475450277328,0.492485243082047,0.415204733610153,0.545949161052704
25,409600,0.473871278762817,0.425331234931946,0.520681440830231,0.567688131332397,0.541648983955383,0.59330427646637,0.632719957828522,0.583742201328278,0.667211174964905,0.136620286852121,0.109708748757839,0.16144885122776,0.416103971004486,0.306208163499832,0.627726852893829,0.599561393260956,0.574672162532806,0.619555234909058,0.492962539196014,0.440962702035904,0.54235827922821,0.380302786827087,0.258249968290329,0.484089344739914,0.302939754724503,0.216132998466492,0.399979799985886,0.318763214349747,0.298299491405487,0.331664949655533,0.507994693517685,0.434644788503647,0.558339953422546
26,425984,0.478878748416901,0.410504758358002,0.523318469524384,0.579079651832581,0.531988024711609,0.624536275863647,0.632858872413635,0.598021507263184,0.679715514183044,0.142371704801917,0.119835950434208,0.164714932441711,0.426041930913925,0.301645040512085,0.64795458316803,0.605052185058594,0.568572819232941,0.626088619232178,0.507194805145264,0.456052005290985,0.552766144275665,0.391369044780731,0.275335937738419,0.498139351606369,0.309008878469467,0.214775025844574,0.419207543134689,0.317714482545853,0.294224768877029,0.332699179649353,0.517842048406601,0.444005817174912,0.563880562782288
27,442368,0.487949496507645,0.41975212097168,0.534668266773224,0.584283256530762,0.55893874168396,0.624346017837524,0.643756425380707,0.621603846549988,0.670231342315674,0.156346706673503,0.124110005795956,0.184176042675972,0.435686892271042,0.287603318691254,0.661426186561585,0.61095484495163,0.568938314914703,0.636984586715698,0.519348710775375,0.472537755966187,0.557304978370667,0.395835441350937,0.277409911155701,0.483663529157639,0.31247450709343,0.208652585744858,0.43190461397171,0.318541795015335,0.294730335474014,0.33045557141304,0.523127764463425,0.46326932311058,0.567713260650635
28,458752,0.504748827219009,0.425447672605515,0.555304348468781,0.606060349941254,0.588064551353455,0.637307584285736,0.61562774181366,0.587850332260132,0.638675451278687,0.157362554222345,0.121310994029045,0.182852506637573,0.443098843097687,0.285522788763046,0.669106781482697,0.617970252037048,0.59247350692749,0.640907943248749,0.528799819946289,0.482527673244476,0.565545082092285,0.39700922369957,0.276352286338806,0.495602756738663,0.320400241017342,0.219682082533836,0.437480032444,0.321754658222198,0.301714271306992,0.333140879869461,0.525746428966522,0.467353105545044,0.563441693782806
29,475136,0.505331152677536,0.424386709928513,0.57043582201004,0.596323776245117,0.567377090454102,0.637038946151733,0.621225392818451,0.599237263202667,0.66694438457489,0.172831974923611,0.127847075462341,0.199967309832573,0.45460312962532,0.303215682506561,0.675604462623596,0.621169054508209,0.5858194231987,0.644955635070801,0.537979340553284,0.506057739257813,0.5673548579216,0.397796481847763,0.2660853266716,0.511293411254883,0.32167709171772,0.219512298703194,0.428303718566895,0.327314054965973,0.310818910598755,0.336788803339005,0.53841889500618,0.481662064790726,0.588242650032043
30,491520,0.52447629570961,0.450906723737717,0.577728092670441,0.598726069927216,0.572757303714752,0.623016536235809,0.64200199842453,0.621163010597229,0.657911777496338,0.183528464287519,0.139795556664467,0.217024803161621,0.468341022729874,0.301851868629456,0.689074873924255,0.625143194198608,0.591286838054657,0.63809460401535,0.545416045188904,0.510608971118927,0.576521754264832,0.400827717781067,0.267760545015335,0.517512798309326,0.325405335426331,0.22704091668129,0.443519711494446,0.329519832134247,0.312383472919464,0.343199223279953,0.544087606668472,0.49043881893158,0.602562010288239
31,507904,0.516833621263504,0.430209308862686,0.563493728637695,0.616383397579193,0.57097601890564,0.664170622825623,0.620796120166779,0.592092037200928,0.661143660545349,0.192876480519772,0.144121766090393,0.232665494084358,0.48266778588295,0.301886349916458,0.706122517585754,0.635383021831512,0.609905600547791,0.647341907024384,0.553768706321716,0.524484694004059,0.578318893909454,0.404803812503815,0.27752560377121,0.532320559024811,0.331174638867378,0.232424482703209,0.465003341436386,0.333170652389526,0.316790103912354,0.346870958805084,0.543285948038101,0.492379516363144,0.601749420166016
32,524288,0.529297959804535,0.457937180995941,0.58967399597168,0.636211860179901,0.608826756477356,0.667495012283325,0.652340221405029,0.632851958274841,0.69149661064148,0.208977855741978,0.156089678406715,0.24056613445282,0.490436983108521,0.3011674284935,0.707659304141998,0.637756502628326,0.606482148170471,0.651229202747345,0.560066759586334,0.537606060504913,0.58049213886261,0.400338435173035,0.279653429985046,0.53116250038147,0.33583852648735,0.244196504354477,0.475036859512329,0.338442200422287,0.328915864229202,0.348805397748947,0.558043801784515,0.503977537155151,0.611435353755951
33,540672,0.524725824594498,0.447015553712845,0.567626714706421,0.611215877532959,0.572068691253662,0.642941951751709,0.668853235244751,0.605928957462311,0.711535513401032,0.219807170331478,0.166812881827354,0.271084070205688,0.503610008955002,0.316474914550781,0.724531888961792,0.640960490703583,0.616614460945129,0.656602799892426,0.562404572963715,0.543101310729981,0.583111584186554,0.399556815624237,0.286769568920135,0.529702305793762,0.337542462348938,0.250372618436813,0.474955022335053,0.337419253587723,0.320988297462463,0.350914716720581,0.571818506717682,0.524061501026154,0.629272282123566
34,557056,0.534897798299789,0.464603871107101,0.583765983581543,0.596130406856537,0.582353293895721,0.609333038330078,0.640512979030609,0.607592403888702,0.688487946987152,0.221134319901466,0.175755590200424,0.279384285211563,0.514344054460526,0.304153293371201,0.723972797393799,0.64108612537384,0.620329082012177,0.657154262065887,0.567136192321777,0.548612475395203,0.584389686584473,0.396663820743561,0.294036865234375,0.537810742855072,0.338352209329605,0.257494628429413,0.479291021823883,0.343200391530991,0.320291966199875,0.350815147161484,0.586301779747009,0.516125798225403,0.628550469875336
35,573440,0.520598322153091,0.445697337388992,0.559739291667938,0.613353312015533,0.577583730220795,0.661069750785828,0.650517642498016,0.607295334339142,0.684288322925568,0.221047922968864,0.174970775842667,0.302192687988281,0.521904957294464,0.28447026014328,0.721422612667084,0.641844928264618,0.620211720466614,0.66509622335434,0.568386626243591,0.545630812644959,0.584766149520874,0.407188427448273,0.307677328586578,0.555100619792938,0.345497351884842,0.265778511762619,0.480239540338516,0.344497632980347,0.325373142957687,0.355411201715469,0.5962446808815,0.516226589679718,0.64803546667099
36,589824,0.539030385017395,0.473489344120026,0.596891403198242,0.617019855976105,0.557542204856873,0.662146866321564,0.660449588298798,0.622784972190857,0.694810509681702,0.225972257554531,0.170382514595985,0.314573615789413,0.534560680389404,0.293645858764648,0.72004759311676,0.646949112415314,0.628829658031464,0.669036567211151,0.572487699985504,0.553937673568726,0.585685670375824,0.416918736696243,0.296542584896088,0.546510815620422,0.34426606297493,0.271637946367264,0.476392954587936,0.351334971189499,0.335702061653137,0.359150528907776,0.593077123165131,0.51590222120285,0.630093812942505
37,606208,0.519462239742279,0.450012147426605,0.550537526607513,0.624495148658752,0.597210586071014,0.644482791423798,0.642068243026733,0.602892279624939,0.683169543743134,0.229603327810764,0.144628569483757,0.334892123937607,0.54956334233284,0.308982402086258,0.72731614112854,0.647497892379761,0.627730011940002,0.662838637828827,0.577414703369141,0.556119799613953,0.59191220998764,0.419451922178268,0.30262091755867,0.560123443603516,0.351019394397736,0.275930881500244,0.490120559930801,0.354061305522919,0.335914194583893,0.364861249923706,0.601158809661865,0.538583934307098,0.652605056762695
38,622592,0.525411903858185,0.442974984645844,0.580881416797638,0.631367337703705,0.608263969421387,0.67171847820282,0.655955803394318,0.639826059341431,0.678931534290314,0.235407195985317,0.147936969995499,0.333649814128876,0.561225312948227,0.3304383456707,0.723940968513489,0.65175359249115,0.634737849235535,0.667429387569428,0.580513501167297,0.559883236885071,0.59867137670517,0.430187910795212,0.32217800617218,0.576219618320465,0.358629816770554,0.285384118556976,0.494555324316025,0.356844866275787,0.343119412660599,0.369115173816681,0.607175993919373,0.537871897220612,0.668877482414246
39,638976,0.543429499864578,0.495292156934738,0.584097027778626,0.634581935405731,0.602278769016266,0.66464775800705,0.680586278438568,0.649804294109345,0.710639595985413,0.240052789449692,0.152112409472466,0.343064904212952,0.576255065202713,0.342834740877151,0.726828873157501,0.647340786457062,0.626591324806213,0.660328149795532,0.577999341487885,0.552085399627686,0.594530880451202,0.428616011142731,0.323092073202133,0.573910653591156,0.366231417655945,0.302697509527206,0.495170950889587,0.359567093849182,0.349789619445801,0.367576837539673,0.616846418380737,0.551759779453278,0.665666699409485
40,655360,0.519756835699081,0.44092470407486,0.576739072799683,0.631824767589569,0.608134686946869,0.663825511932373,0.651148629188538,0.627479612827301,0.684543192386627,0.240173537284136,0.156983897089958,0.351647049188614,0.590935611724854,0.349145233631134,0.732416450977325,0.649484169483185,0.626469910144806,0.667598962783814,0.58346928358078,0.56271243095398,0.600409805774689,0.426967287063599,0.30326509475708,0.575674533843994,0.372373294830322,0.300339668989182,0.478599458932877,0.363149333000183,0.35278707742691,0.371542721986771,0.625826227664948,0.572071075439453,0.69595730304718
41,671744,0.503015553951263,0.438327640295029,0.542563617229462,0.640273237228394,0.619703829288483,0.649414479732513,0.665983486175537,0.632211208343506,0.681320130825043,0.242006652057171,0.154454186558723,0.354687929153442,0.606496292352676,0.362202495336533,0.729851186275482,0.651020002365112,0.630762100219727,0.667686104774475,0.585613739490509,0.565432131290436,0.60269159078598,0.435439950227737,0.304386168718338,0.583539128303528,0.375260525941849,0.29294353723526,0.474817872047424,0.366190242767334,0.353465586900711,0.378791451454163,0.629431807994843,0.549757659435272,0.694083034992218
42,688128,0.505854988098145,0.428228169679642,0.562959611415863,0.619375789165497,0.601658940315247,0.628936946392059,0.665547275543213,0.625938177108765,0.696471452713013,0.246655762195587,0.156347826123238,0.365948885679245,0.620250797271728,0.367497324943542,0.734110772609711,0.654469454288483,0.629544377326965,0.669843971729279,0.586022233963013,0.564151644706726,0.606672763824463,0.452547627687454,0.332665860652924,0.592488348484039,0.382664000988007,0.304193645715713,0.486966550350189,0.37151648402214,0.365696966648102,0.375770419836044,0.64321780204773,0.575643837451935,0.722455143928528
43,704512,0.505588006973267,0.446954399347305,0.554459810256958,0.600797116756439,0.5755455493927,0.628180503845215,0.668183100223541,0.629969656467438,0.697345495223999,0.249526161700487,0.145902276039124,0.357106924057007,0.637984132766724,0.37815934419632,0.756942749023438,0.654004657268524,0.628959953784943,0.673068225383759,0.588835823535919,0.573446393013001,0.600593745708466,0.458815521001816,0.34634867310524,0.580474615097046,0.388916701078415,0.305799841880798,0.499000608921051,0.377232241630554,0.371706277132034,0.389605164527893,0.646941363811493,0.594866693019867,0.708417296409607
44,720896,0.510324096679687,0.450273662805557,0.596233248710632,0.637624526023865,0.62846702337265,0.649001836776733,0.678797912597656,0.625664472579956,0.730169355869293,0.258658152073622,0.140076413750649,0.351148754358292,0.64924224615097,0.394951105117798,0.764921426773071,0.651271343231201,0.625938057899475,0.680958688259125,0.591007232666016,0.577898859977722,0.605525612831116,0.467750388383865,0.370983809232712,0.579662621021271,0.389963185787201,0.275885730981827,0.505826830863953,0.380337250232697,0.374819695949554,0.39591372013092,0.658821475505829,0.601988792419434,0.72175794839859
45,737280,0.498023587465286,0.428793728351593,0.586949169635773,0.642827749252319,0.629965424537659,0.651176512241364,0.687743723392487,0.642206072807312,0.728978872299194,0.272223629057407,0.121454551815987,0.379910379648209,0.656463092565536,0.41100338101387,0.75426322221756,0.65548632144928,0.631552338600159,0.688397586345673,0.594668555259705,0.582337379455566,0.608054399490356,0.459766834974289,0.351326465606689,0.56870973110199,0.389394772052765,0.264567404985428,0.509230375289917,0.387623220682144,0.379233241081238,0.395831227302551,0.676910817623138,0.61465334892273,0.729653716087341
